em_arg_num,event_mention_id,event_mention_realis,event_mention_subtype,event_mention_type,event_mention_ways,file,hopper_id,label_polarity,trigger_context,trigger_length,trigger_offset,trigger_text
1,em-2336,other,die,life,,52e569e00b6428b94205d3dd5c457c54,h-2357,pos,No need for a long term mission if everyone is dead.,4,2435,dead
1,em-2452,other,die,life,,52e569e00b6428b94205d3dd5c457c54,h-2357,pos,No need for a long term mission if everyone is dead.,4,3643,dead
2,em-790,actual,die,life,,56af144a4d1d2e662531bdfd00d3c725,h-16,neg,And the fact we not only went to Iraq but had troops lose their lives is a tragedy in itself.,4,3969,lose
2,em-918,generic,transfermoney,transaction,voluntary,56af144a4d1d2e662531bdfd00d3c725,h-946,neg,"The troops, we pay them like s**t, we f**k them and trick them on deployment, we nickel and dime them on medical care when they get home, not to mention the stupid wars that we send them to.",3,841,pay
2,em-1279,generic,transfermoney,transaction,voluntary,56af144a4d1d2e662531bdfd00d3c725,h-946,neg,"The troops, we pay them like s**t, we f**k them and trick them on deployment, we nickel and dime them on medical care when they get home, not to mention the stupid wars that we send them to.",3,2606,pay
2,em-948,generic,transportperson,movement,,56af144a4d1d2e662531bdfd00d3c725,h-976,neg,"The troops, we pay them like s**t, we f**k them and trick them on deployment, we nickel and dime them on medical care when they get home, not to mention the stupid wars that we send them to.",10,892,deployment
2,em-1313,generic,transportperson,movement,,56af144a4d1d2e662531bdfd00d3c725,h-976,neg,"The troops, we pay them like s**t, we f**k them and trick them on deployment, we nickel and dime them on medical care when they get home, not to mention the stupid wars that we send them to.",10,2657,deployment
2,em-1017,generic,transportperson,movement,,56af144a4d1d2e662531bdfd00d3c725,h-1051,neg,"The troops, we pay them like s**t, we f**k them and trick them on deployment, we nickel and dime them on medical care when they get home, not to mention the stupid wars that we send them to.",4,1003,send
2,em-1912,generic,transportperson,movement,,56af144a4d1d2e662531bdfd00d3c725,h-1051,neg,"The troops, we pay them like s**t, we f**k them and trick them on deployment, we nickel and dime them on medical care when they get home, not to mention the stupid wars that we send them to.",4,2768,send
2,em-1437,generic,attack,conflict,,56af144a4d1d2e662531bdfd00d3c725,h-1465,neg,"But, you know, don't hold your breath on that one fellas because, you know, when America invades a country, we love you long time.",7,3107,invades
2,em-1467,generic,attack,conflict,,56af144a4d1d2e662531bdfd00d3c725,h-1465,neg,"But, you know, don't hold your breath on that one fellas because, you know, when America invades a country, we love you long time.",7,1342,invades
1,em-1561,generic,die,life,,56af144a4d1d2e662531bdfd00d3c725,h-1582,neg,Or why don't you go talk to Pat Tillman or countless other families who can't get the truth from the Military about their loved ones death or get the benefits that they well deserve.,5,3865,death
1,em-1584,generic,transaction,transaction,voluntary,56af144a4d1d2e662531bdfd00d3c725,h-1612,pos,Or why don't you go talk to Pat Tillman or countless other families who can't get the truth from the Military about their loved ones death or get the benefits that they well deserve.,3,3874,get
2,em-1644,actual,transportperson,movement,,56af144a4d1d2e662531bdfd00d3c725,h-1744,neg,And the fact we not only went to Iraq but had troops lose their lives is a tragedy in itself.,4,3941,went
2,em-1723,generic,transportperson,movement,,56af144a4d1d2e662531bdfd00d3c725,h-1753,neg,Can you ever imagine being a parent who has to go to a pawn shop to get body armor for your son because the government is too cheap to provide it because they feel it is not cost effective for your son to be worth a couple extra hundred dollars?,2,4381,go
3,em-1797,generic,transferownership,transaction,voluntary,56af144a4d1d2e662531bdfd00d3c725,h-1832,pos,Can you ever imagine being a parent who has to go to a pawn shop to get body armor for your son because the government is too cheap to provide it because they feel it is not cost effective for your son to be worth a couple extra hundred dollars?,7,4469,provide
1,em-878,actual,trialhearing,justice,,57b2773ab54bbc5c119a46fd9be2c4f0,h-16,neg,Clinton was in trouble for suborning perjury in a civil rights case where he was the defendant.,9,369,defendant
2,em-899,actual,endposition,personnel,,57b2773ab54bbc5c119a46fd9be2c4f0,h-876,neg,He insisted one of the workers at the DMV give him one and she turned him down and got fired because of that.,5,510,fired
2,em-1139,actual,meet,contact,,57b2773ab54bbc5c119a46fd9be2c4f0,h-1167,neg,He insisted one of the workers at the DMV give him one and she turned him down and got fired because of that.,8,426,insisted
1,em-1192,actual,contact,contact,,57b2773ab54bbc5c119a46fd9be2c4f0,h-1213,pos,"For good or ill. President Cleveland's daughter Ruth was an issue in the campaign, but it did his opponents no good because he was busy discussing tariffs and the depredations of the railroads.",10,1517,discussing
3,em-1245,actual,meet,contact,,57b2773ab54bbc5c119a46fd9be2c4f0,h-1280,neg,"Problem is clinton did something no other president did, he violated the oval office by having sex thaere and then lying about it.",3,3144,sex
1,em-1282,actual,contact,contact,,57b2773ab54bbc5c119a46fd9be2c4f0,h-1303,neg,"Problem is clinton did something no other president did, he violated the oval office by having sex thaere and then lying about it.",5,3164,lying
4,em-1966,generic,transferownership,transaction,voluntary,59f8514f6db132207ba9e5828f73d706,h-2008,neg,"For me, the sickest things of all (regarding GB's son) isn't the hacking, it's (a) that The Sun thought this was a story in the public interest, and that (b) we live in a country where people buy a newspaper that saw fit to print the story.",3,4411,buy
4,em-2063,generic,transferownership,transaction,voluntary,59f8514f6db132207ba9e5828f73d706,h-2008,neg,"For me, the sickest things of all (regarding GB's son) isn't the hacking, it's (a) that The Sun thought this was a story in the public interest, and that (b) we live in a country where people buy a newspaper that saw fit to print the story.",3,6762,buy
3,em-2119,generic,transfermoney,transaction,voluntary,59f8514f6db132207ba9e5828f73d706,h-2154,neg,"For me, the sickest things of all (regarding GB's son) isn't the hacking, it's (a) that The Sun thought this was a story in the public interest, and that (b) we live in a country where people buy a newspaper that saw fit to print the story.",3,4411,buy
3,em-2156,generic,transfermoney,transaction,voluntary,59f8514f6db132207ba9e5828f73d706,h-2154,neg,"For me, the sickest things of all (regarding GB's son) isn't the hacking, it's (a) that The Sun thought this was a story in the public interest, and that (b) we live in a country where people buy a newspaper that saw fit to print the story.",3,6762,buy
2,em-808,actual,arrestjail,justice,,5bac42475431a87070720e94b27cfd99,h-16,neg,"it's short but if you don't want to read it basically a guy in the USA has been arrested for agreeing to meet up with and have sex with a ""14 year old girl"" who was actually an undercover cop...surely this is entrapment?",8,4123,arrested
2,em-2285,other,arrestjail,justice,,5bac42475431a87070720e94b27cfd99,h-16,neg,"It's not like the girl turned up on his doorstep, stripped and then they arrested him.",8,6592,arrested
4,em-2642,actual,arrestjail,justice,,5bac42475431a87070720e94b27cfd99,h-16,pos,"I think not, I think you'd be glad they intervened and took one potential bomber off the streets, much like they've took one potential child rapist of the streets here.",4,6081,took
1,em-2174,other,attack,conflict,,5bac42475431a87070720e94b27cfd99,h-806,neg,"I think not, I think you'd be glad they intervened and took one potential bomber off the streets, much like they've took one potential child rapist of the streets here.",6,6039,bomber
2,em-829,other,meet,contact,,5bac42475431a87070720e94b27cfd99,h-1585,neg,"He agreed to meet with a 14 year old for sex, and your on his side?",4,2574,meet
3,em-850,other,meet,contact,,5bac42475431a87070720e94b27cfd99,h-1585,neg,"it's short but if you don't want to read it basically a guy in the USA has been arrested for agreeing to meet up with and have sex with a ""14 year old girl"" who was actually an undercover cop...surely this is entrapment?",4,4148,meet
2,em-892,other,meet,contact,,5bac42475431a87070720e94b27cfd99,h-1585,neg,"Paedophile or not, arranging to meet with a 14 year old for sex is ****ing wrong and he knows it, so he should rightly be punished.",4,1427,meet
2,em-913,other,meet,contact,,5bac42475431a87070720e94b27cfd99,h-1585,neg,"He agreed to meet with a 14 year old for sex, and your on his side?",4,736,meet
2,em-1928,other,meet,contact,,5bac42475431a87070720e94b27cfd99,h-1585,neg,i mean i think it's wrong that this guy would meet up with a 14 year old with the intent to have sex... but fabricating the situation... you can't arrest someone for something they haven't done... it's just wrong...am i the only one who thinks this is messed up?,7,4893,meet up
1,em-1587,generic,convict,justice,,5bac42475431a87070720e94b27cfd99,h-1608,neg,yeah its totally a good thing that police are allowed to trick people to get convictions,11,503,convictions
1,em-2535,generic,convict,justice,,5bac42475431a87070720e94b27cfd99,h-1608,neg,yeah its totally a good thing that police are allowed to trick people to get convictions,11,700,convictions
1,em-1610,other,arrestjail,justice,,5bac42475431a87070720e94b27cfd99,h-1631,neg,"He should be arrested, if he knew she was 14 (like some have said, she could have sent older-looking pics and lied about her age).",8,966,arrested
1,em-1758,other,arrestjail,justice,,5bac42475431a87070720e94b27cfd99,h-1631,neg,"He should be arrested, if he knew she was 14 (like some have said, she could have sent older-looking pics and lied about her age).",8,2880,arrested
2,em-1633,other,attack,conflict,,5bac42475431a87070720e94b27cfd99,h-1661,neg,Why wait for 14 year olds to be raped or w.e before arresting people?,5,1178,raped
2,em-1779,other,attack,conflict,,5bac42475431a87070720e94b27cfd99,h-1661,neg,Why wait for 14 year olds to be raped or w.e before arresting people?,5,3092,raped
2,em-1663,other,injure,life,,5bac42475431a87070720e94b27cfd99,h-1691,neg,Why wait for 14 year olds to be raped or w.e before arresting people?,5,1178,raped
2,em-1807,other,injure,life,,5bac42475431a87070720e94b27cfd99,h-1691,neg,Why wait for 14 year olds to be raped or w.e before arresting people?,5,3092,raped
1,em-1693,other,arrestjail,justice,,5bac42475431a87070720e94b27cfd99,h-1714,neg,"Anyone that disagrees needs their head testing, or locking up !",10,1579,locking up
1,em-1716,other,arrestjail,justice,,5bac42475431a87070720e94b27cfd99,h-1714,neg,"lol ok, this is starting to sound like a dictatorship.. tricking people into ""comitting crimes"" and locking away anyone who disagrees.",12,1703,locking away
1,em-2007,other,arrestjail,justice,,5bac42475431a87070720e94b27cfd99,h-1714,neg,"lol ok, this is starting to sound like a dictatorship.. tricking people into ""comitting crimes"" and locking away anyone who disagrees.",12,5588,locking away
1,em-2264,other,arrestjail,justice,,5bac42475431a87070720e94b27cfd99,h-1714,neg,"lol ok, this is starting to sound like a dictatorship.. tricking people into ""comitting crimes"" and locking away anyone who disagrees.",12,6347,locking away
2,em-1835,other,arrestjail,justice,,5bac42475431a87070720e94b27cfd99,h-1870,pos,Why wait for 14 year olds to be raped or w.e before arresting people?,9,3112,arresting
2,em-1872,other,arrestjail,justice,,5bac42475431a87070720e94b27cfd99,h-1870,pos,Why wait for 14 year olds to be raped or w.e before arresting people?,9,1198,arresting
2,em-1900,other,arrestjail,justice,,5bac42475431a87070720e94b27cfd99,h-1870,pos,"i'm not disagreeing that it is wrong, but i don't think coaxing someone into doing something they might not otherwise do, which is the impression that the article give, is a good way about catching ""criminals""...maybe my interpretation of the article is wrong or maybe the author isn't very clear... but i don't think it's right that you can basically reel someone in to POTENTIALLY comitting a crime (he did not sleep with a 14 year old) then arrest them on that basis.",6,3658,arrest
2,em-1956,other,arrestjail,justice,,5bac42475431a87070720e94b27cfd99,h-1870,neg,i mean i think it's wrong that this guy would meet up with a 14 year old with the intent to have sex... but fabricating the situation... you can't arrest someone for something they haven't done... it's just wrong...am i the only one who thinks this is messed up?,6,4994,arrest
1,em-2586,generic,arrestjail,justice,,5bac42475431a87070720e94b27cfd99,h-1870,pos,"i'm not disagreeing that it is wrong, but i don't think coaxing someone into doing something they might not otherwise do, which is the impression that the article give, is a good way about catching ""criminals""...maybe my interpretation of the article is wrong or maybe the author isn't very clear... but i don't think it's right that you can basically reel someone in to POTENTIALLY comitting a crime (he did not sleep with a 14 year old) then arrest them on that basis.",8,3401,catching
4,em-2058,other,attack,conflict,,5bac42475431a87070720e94b27cfd99,h-2100,neg,"If the police arrest a man with detailed plans for blowing up a building in a city, with all the equipment for making a bomb, but he hasn't actually made it yet, would you be on this man's side too?",10,5816,blowing up
2,em-2102,other,artifact,manufacture,,5bac42475431a87070720e94b27cfd99,h-2130,neg,"If the police arrest a man with detailed plans for blowing up a building in a city, with all the equipment for making a bomb, but he hasn't actually made it yet, would you be on this man's side too?",6,5876,making
1,em-2132,other,artifact,manufacture,,5bac42475431a87070720e94b27cfd99,h-2130,neg,"If the police arrest a man with detailed plans for blowing up a building in a city, with all the equipment for making a bomb, but he hasn't actually made it yet, would you be on this man's side too?",4,5914,made
3,em-2204,other,attack,conflict,,5bac42475431a87070720e94b27cfd99,h-2232,neg,"I think not, I think you'd be glad they intervened and took one potential bomber off the streets, much like they've took one potential child rapist of the streets here.",6,6106,rapist
3,em-2234,other,injure,life,,5bac42475431a87070720e94b27cfd99,h-2262,neg,"I think not, I think you'd be glad they intervened and took one potential bomber off the streets, much like they've took one potential child rapist of the streets here.",6,6106,rapist
2,em-2556,actual,startposition,personnel,,5bac42475431a87070720e94b27cfd99,h-2584,neg,Anyone else confused as to how a 14 year old became an undercover cop in the first place?,6,2282,became
1,em-472,actual,die,life,,5bbe1c6185296d179b95810e48ee3834,h-16,neg,"Apparently, the two folks that died paid nearly 10,000 dollars to attend the new age sweat led by two time Oprah guest.",4,828,died
2,em-514,actual,transfermoney,transaction,voluntary,5bbe1c6185296d179b95810e48ee3834,h-458,neg,"Apparently, the two folks that died paid nearly 10,000 dollars to attend the new age sweat led by two time Oprah guest.",4,833,paid
2,em-535,actual,injure,life,,5bbe1c6185296d179b95810e48ee3834,h-460,neg,"20 people became ill, and one more is still in critical condition tonight.",18,1050,critical condition
3,em-556,actual,transportperson,movement,,5bbe1c6185296d179b95810e48ee3834,h-462,neg,"James Arthur Ray - a non-Native American, lead over 60 people into the sweat 'lodge'.",4,979,into
3,em-577,actual,transportperson,movement,,5bbe1c6185296d179b95810e48ee3834,h-462,neg,"From what I understand, it sounds like Ray didn't know what the hell he was doing, because he put entirely too many people in entirely too small a space.",2,1719,in
1,em-598,actual,injure,life,,5bbe1c6185296d179b95810e48ee3834,h-464,neg,"20 people became ill, and one more is still in critical condition tonight.",3,1020,ill
2,em-619,actual,meet,contact,,5bbe1c6185296d179b95810e48ee3834,h-466,neg,"Apparently, the two folks that died paid nearly 10,000 dollars to attend the new age sweat led by two time Oprah guest.",6,863,attend
2,em-640,actual,transportperson,movement,,5bbe1c6185296d179b95810e48ee3834,h-468,neg,"It's a tragedy, and I also find it revealing that the New Age guru in question, Mr. Ray, has since left the state of Arizona.",4,1568,left
1,em-1001,other,attack,conflict,,5bbe1c6185296d179b95810e48ee3834,h-1022,neg,I don't know much about the laws on this but wouldn't it be negligent homicide or something?,8,2139,homicide
2,em-1073,actual,injure,life,,5c29f9e575b94c61db8ed52bdfa53843,h-16,neg,"MLK talked about the war in Vietnam and how cruel it was how many people were mutilated and so on, now Obama is waging war against Libya, all people see is how he is black.",9,180,mutilated
2,em-1094,actual,die,life,,5c29f9e575b94c61db8ed52bdfa53843,h-1065,neg,Forgetting that Hitler killed and hated people of African/and Caribbean origin.,6,551,killed
2,em-1115,actual,die,life,,5c29f9e575b94c61db8ed52bdfa53843,h-1065,neg,Forgetting that Hitler killed and hated people of African/and Caribbean origin.,6,1853,killed
1,em-1136,actual,die,life,,5c29f9e575b94c61db8ed52bdfa53843,h-1067,neg,"He still authorised Operation Eagle Claw, that failed and ended up with the deaths of american soldiers.",6,6976,deaths
1,em-1157,actual,attack,conflict,,5c29f9e575b94c61db8ed52bdfa53843,h-1069,neg,"MLK talked about the war in Vietnam and how cruel it was how many people were mutilated and so on, now Obama is waging war against Libya, all people see is how he is black.",3,123,war
2,em-1178,actual,attack,conflict,,5c29f9e575b94c61db8ed52bdfa53843,h-1071,neg,"MLK talked about the war in Vietnam and how cruel it was how many people were mutilated and so on, now Obama is waging war against Libya, all people see is how he is black.",3,221,war
1,em-1649,generic,attack,conflict,,5c29f9e575b94c61db8ed52bdfa53843,h-1670,neg,Am I the only one who sees he is crooked and a war mongerer like Bush and Tony.,3,323,war
1,em-1672,other,die,life,,5c29f9e575b94c61db8ed52bdfa53843,h-1693,neg,If he had not responded and thousands of more Libyan people were slaughtered you'd be making a thread attacking him for letting innocent people die and not giving a damn.,11,1108,slaughtered
1,em-1695,other,die,life,,5c29f9e575b94c61db8ed52bdfa53843,h-1693,neg,If he had not responded and thousands of more Libyan people were slaughtered you'd be making a thread attacking him for letting innocent people die and not giving a damn.,3,1187,die
1,em-1774,other,die,life,,5c29f9e575b94c61db8ed52bdfa53843,h-1693,neg,If he had not responded and thousands of more Libyan people were slaughtered you'd be making a thread attacking him for letting innocent people die and not giving a damn.,11,2410,slaughtered
1,em-1797,other,die,life,,5c29f9e575b94c61db8ed52bdfa53843,h-1693,neg,If he had not responded and thousands of more Libyan people were slaughtered you'd be making a thread attacking him for letting innocent people die and not giving a damn.,3,2489,die
2,em-1716,other,die,life,,5c29f9e575b94c61db8ed52bdfa53843,h-1744,neg,Please propose a different solution to stopping tyrannical leaders from slaughtering their citizens indiscriminately.,12,1322,slaughtering
2,em-1818,other,die,life,,5c29f9e575b94c61db8ed52bdfa53843,h-1744,neg,Please propose a different solution to stopping tyrannical leaders from slaughtering their citizens indiscriminately.,12,2624,slaughtering
2,em-1746,other,correspondence,contact,,5c29f9e575b94c61db8ed52bdfa53843,h-1795,pos,Do we send them a Facebook message to surrender?,4,1374,send
2,em-1846,other,correspondence,contact,,5c29f9e575b94c61db8ed52bdfa53843,h-1795,pos,Do we send them a Facebook message to surrender?,4,2676,send
2,em-1960,actual,die,life,,5c29f9e575b94c61db8ed52bdfa53843,h-1988,neg,"He kills people, end of.",5,4876,kills
1,em-1990,generic,die,life,,5c29f9e575b94c61db8ed52bdfa53843,h-2011,neg,You have no evidence to prove that if the international community did not intervene it would have prevented more civilian deaths.,6,5840,deaths
2,em-2063,generic,attack,conflict,,5c29f9e575b94c61db8ed52bdfa53843,h-2091,neg,Please propose a different solution to stopping tyrannical leaders from slaughtering their citizens indiscriminately.,12,1322,slaughtering
2,em-2114,generic,attack,conflict,,5c29f9e575b94c61db8ed52bdfa53843,h-2091,neg,Please propose a different solution to stopping tyrannical leaders from slaughtering their citizens indiscriminately.,12,2624,slaughtering
1,em-2142,other,attack,conflict,,5c29f9e575b94c61db8ed52bdfa53843,h-2163,neg,If he had not responded and thousands of more Libyan people were slaughtered you'd be making a thread attacking him for letting innocent people die and not giving a damn.,11,1108,slaughtered
1,em-2165,other,attack,conflict,,5c29f9e575b94c61db8ed52bdfa53843,h-2163,neg,If he had not responded and thousands of more Libyan people were slaughtered you'd be making a thread attacking him for letting innocent people die and not giving a damn.,11,2410,slaughtered
1,em-1136,generic,contact,contact,,5cd7d603e1cf8d2c134d039dc90112f0,h-1157,neg,"Sheesh, some will bitch if you hang them with a new rope.",5,235,bitch
2,em-1503,generic,broadcast,contact,,5cd7d603e1cf8d2c134d039dc90112f0,h-1524,neg,Not one speech he's given tells me he loves this country.,6,2265,speech
1,em-1533,generic,broadcast,contact,,5cd7d603e1cf8d2c134d039dc90112f0,h-1575,neg,The only thing he talks about is how screwed up it's been.,5,2334,talks
2,em-1554,actual,transfermoney,transaction,voluntary,5cd7d603e1cf8d2c134d039dc90112f0,h-1584,neg,"In fact the President raised the funding, so why then would Republicans be for any of that based on a fiscal level when it adds to the deficit and accomplishes NOTHING.",6,3053,raised
3,em-878,actual,meet,contact,,5d7b429073c60d53acba21bb6e7e6caa,h-16,neg,"The dang irony of it all is that it may have been Iraq's refusal to give immunity to Little Bush's Blackwater mercenaries that provided the sticking point in negotiations, which possibly forced Obama to take his team and go home.",12,493,negotiations
2,em-913,actual,transportperson,movement,,5d7b429073c60d53acba21bb6e7e6caa,h-941,pos,"The dang irony of it all is that it may have been Iraq's refusal to give immunity to Little Bush's Blackwater mercenaries that provided the sticking point in negotiations, which possibly forced Obama to take his team and go home.",2,556,go
2,em-943,actual,attack,conflict,,5d7b429073c60d53acba21bb6e7e6caa,h-971,neg,Way too many good people been shot there already.,4,923,shot
2,em-973,actual,attack,conflict,,5d7b429073c60d53acba21bb6e7e6caa,h-971,neg,Way too many good people been shot there already.,4,1096,shot
2,em-1001,other,attack,conflict,,5d7b429073c60d53acba21bb6e7e6caa,h-1022,neg,"Afghanistan would support Pakistan in case of military conflict between Pakistan and the United States, Afghan President Hamid Karzai said in an interview to a private Pakistani TV channel broadcast on Saturday.",8,1582,conflict
1,em-1114,actual,attack,conflict,,5d7b429073c60d53acba21bb6e7e6caa,h-1135,neg,"while i'm psyched that we are at least ending one war, all the news articles are pretty explicit, we are ending the war not because the Us gov't wanted it to end, but because the Iraqi gov't refused to let us stay.",3,2589,war
1,em-1137,actual,attack,conflict,,5d7b429073c60d53acba21bb6e7e6caa,h-1135,neg,"while i'm psyched that we are at least ending one war, all the news articles are pretty explicit, we are ending the war not because the Us gov't wanted it to end, but because the Iraqi gov't refused to let us stay.",3,2655,war
1,em-1234,actual,attack,conflict,,5d7b429073c60d53acba21bb6e7e6caa,h-1135,neg,"while i'm psyched that we are at least ending one war, all the news articles are pretty explicit, we are ending the war not because the Us gov't wanted it to end, but because the Iraqi gov't refused to let us stay.",2,2691,it
2,em-759,actual,attack,conflict,,5fa0f2a7f323a781640b126978ca8a42,h-16,neg,"Also, I've heard reports that McQueary continued to work on children's charity events with Sandusky after he saw Sandusky raping that kid.",6,888,raping
2,em-780,actual,attack,conflict,,5fa0f2a7f323a781640b126978ca8a42,h-16,neg,"But then he just left the just raped kid by himself and went off to his dad, not following up with the police or a hospital?",5,1043,raped
2,em-801,actual,attack,conflict,,5fa0f2a7f323a781640b126978ca8a42,h-16,neg,How did he know Sandusky didn't go right back and continue raping him?,6,1196,raping
2,em-1489,actual,attack,conflict,,5fa0f2a7f323a781640b126978ca8a42,h-16,neg,He did hollar or clock Sandusky and made sure he stopped raping the kid.,6,996,raping
2,em-1822,other,attack,conflict,,5fa0f2a7f323a781640b126978ca8a42,h-16,neg,"That is interesting that the lawyer says he ""thinks he may have found the kid in question and he says it never happened"".",2,2099,it
2,em-2096,other,attack,conflict,,5fa0f2a7f323a781640b126978ca8a42,h-16,neg,"That is interesting that the lawyer says he ""thinks he may have found the kid in question and he says it never happened"".",2,3187,it
1,em-2228,other,attack,conflict,,5fa0f2a7f323a781640b126978ca8a42,h-16,neg,If the individual said it did not happen (which is what,2,3510,it
1,em-822,actual,startposition,personnel,,5fa0f2a7f323a781640b126978ca8a42,h-755,neg," on the present one: ""The university reappointed its president, and retained the same faculty hiring patterns that appeared to foster the rush-to-judgment attitude.",11,5352,reappointed
3,em-843,actual,startposition,personnel,,5fa0f2a7f323a781640b126978ca8a42,h-757,neg,"Indeed, several Group of 88 members have been promoted to deanships"" The Group of 88 signed a guilt-presuming statement that is full of dubious assertions and muddled thinking.",8,5662,promoted
1,em-1217,actual,contact,contact,,5fa0f2a7f323a781640b126978ca8a42,h-1238,neg,He says he stopped it...so where's the kid?,4,536,says
3,em-1240,other,transportperson,movement,,5fa0f2a7f323a781640b126978ca8a42,h-1302,pos,"Why didn't he bring the kid to a hospital, or stay with the kid until the police arrived?",5,591,bring
2,em-1281,other,meet,contact,,5fa0f2a7f323a781640b126978ca8a42,h-1332,pos,"Why didn't he bring the kid to a hospital, or stay with the kid until the police arrived?",4,628,with
2,em-1311,actual,transportperson,movement,,5fa0f2a7f323a781640b126978ca8a42,h-1341,neg,Why did he just send Sandusky on his merry way if he was present enough to intervene and stop it?,4,683,send
1,em-1376,actual,meet,contact,,5fa0f2a7f323a781640b126978ca8a42,h-1397,neg,Let's say he did perjur himself.,6,923,perjur
2,em-1614,actual,meet,contact,,5fa0f2a7f323a781640b126978ca8a42,h-1397,neg,"Also, if he did lie to the grand jury, why would he tell that lie?",3,1402,lie
1,em-1399,actual,trialhearing,justice,,5fa0f2a7f323a781640b126978ca8a42,h-1427,neg,Let's say he did perjur himself.,6,923,perjur
2,em-1429,other,meet,contact,,5fa0f2a7f323a781640b126978ca8a42,h-1457,pos,He did hollar or clock Sandusky and made sure he stopped raping the kid.,6,946,hollar
2,em-1459,other,attack,conflict,,5fa0f2a7f323a781640b126978ca8a42,h-1487,pos,He did hollar or clock Sandusky and made sure he stopped raping the kid.,5,956,clock
2,em-1517,actual,meet,contact,,5fa0f2a7f323a781640b126978ca8a42,h-1545,neg,"But then he just left the just raped kid by himself and went off to his dad, not following up with the police or a hospital?",4,1068,went
2,em-1547,other,correspondence,contact,,5fa0f2a7f323a781640b126978ca8a42,h-1582,neg,"But then he just left the just raped kid by himself and went off to his dad, not following up with the police or a hospital?",12,1093,following up
2,em-1584,generic,attack,conflict,,5fa0f2a7f323a781640b126978ca8a42,h-1612,neg,He also continued to watch Sandusky interact with kids knowing he was a child rapist.,6,1286,rapist
1,em-2005,generic,attack,conflict,,5fa0f2a7f323a781640b126978ca8a42,h-1612,neg,"And certainly the cover up may have, and probably did allow for further incidents of abuse; but only in this aspect did the cover up even approach a somewhat similar level of seriousness to the multiple incidents of child rape and molestation.",4,2957,rape
1,em-2377,actual,attack,conflict,,5fa0f2a7f323a781640b126978ca8a42,h-1612,neg,"And certainly the cover up may have, and probably did allow for further incidents of abuse; but only in this aspect did the cover up even approach a somewhat similar level of seriousness to the multiple incidents of child rape and molestation.",4,4353,rape
2,em-1669,actual,broadcast,contact,,5fa0f2a7f323a781640b126978ca8a42,h-1697,neg,"There is NO motivation, no incentive, nothing to be gained, in telling the public that 'truth' but the grand jury that 'lie'.",7,1516,telling
2,em-1727,actual,broadcast,contact,,5fa0f2a7f323a781640b126978ca8a42,h-1697,neg,"It only makes rational and logical sense if he told the grand jury the truth, but is lying to the public.",5,1665,lying
1,em-2489,actual,broadcast,contact,,5fa0f2a7f323a781640b126978ca8a42,h-1697,neg,"It only makes rational and logical sense if he told the grand jury the truth, but is lying to the public.",5,4710,lying
2,em-1901,actual,chargeindict,justice,,5fa0f2a7f323a781640b126978ca8a42,h-1936,pos,"The indictment has testimony from six other kids who are adamant that things happened to them, so...",10,2292,indictment
1,em-2186,actual,chargeindict,justice,,5fa0f2a7f323a781640b126978ca8a42,h-1936,pos,"The indictment has testimony from six other kids who are adamant that things happened to them, so...",10,3380,indictment
1,em-1938,actual,meet,contact,,5fa0f2a7f323a781640b126978ca8a42,h-1959,pos,"The indictment has testimony from six other kids who are adamant that things happened to them, so...",9,2307,testimony
1,em-2207,actual,meet,contact,,5fa0f2a7f323a781640b126978ca8a42,h-1959,pos,"The indictment has testimony from six other kids who are adamant that things happened to them, so...",9,3395,testimony
1,em-2600,actual,broadcast,contact,,5fa0f2a7f323a781640b126978ca8a42,h-2621,neg,Not when the man publicly states he enjoys horsing around with young boys in the shower.,6,4920,states
3,em-2623,generic,meet,contact,,5fa0f2a7f323a781640b126978ca8a42,h-2658,neg,Not when the man publicly states he enjoys horsing around with young boys in the shower.,4,4952,with
1,em-2660,actual,attack,conflict,,5fa0f2a7f323a781640b126978ca8a42,h-2681,neg,There's not a glimmer of a resemblance to sex killer Knox or liar what's-her-face at Duke.,6,5029,killer
1,em-2683,actual,die,life,,5fa0f2a7f323a781640b126978ca8a42,h-2704,neg,There's not a glimmer of a resemblance to sex killer Knox or liar what's-her-face at Duke.,6,5029,killer
1,em-2706,generic,contact,contact,,5fa0f2a7f323a781640b126978ca8a42,h-2727,neg,There's not a glimmer of a resemblance to sex killer Knox or liar what's-her-face at Duke.,4,5044,liar
2,em-2729,generic,startposition,personnel,,5fa0f2a7f323a781640b126978ca8a42,h-2757,neg," on the present one: ""The university reappointed its president, and retained the same faculty hiring patterns that appeared to foster the rush-to-judgment attitude.",6,5409,hiring
1,em-2759,other,transportperson,movement,,5fa0f2a7f323a781640b126978ca8a42,h-2780,pos,"Why didn't he bring the kid to a hospital, or stay with the kid until the police arrived?",7,658,arrived
1,em-2782,actual,broadcast,contact,,5fa0f2a7f323a781640b126978ca8a42,h-2806,neg,"Indeed, several Group of 88 members have been promoted to deanships"" The Group of 88 signed a guilt-presuming statement that is full of dubious assertions and muddled thinking.",9,5726,statement
1,em-1844,generic,transferownership,transaction,voluntary,609d5112c0386dc4e5f2e90b93cb7a5f,h-1865,neg,"The ones hoping to find real silver or gold for less than $20, are potential ""problem"" buyers.",6,2049,buyers
