content,file,entity_id,entity_type,entity_specificity,mention_id,mention_text,mention_type,mention_offset,label_polarity
"Eisenhower and Summersby is ignored again because it is pointless and squicky.The fact that Nixon and Carter were uxorious did not make them good presidents.Pat Nixon's love for Dick didn't solve the Watergate issue, nor did Roselyn's affection for Jimmy reduce the inflation rate.",57b2773ab54bbc5c119a46fd9be2c4f0,ent-72,PER,specific,m-528,Nixon,NAM,1822,neg
"The fact that Nixon and Carter were uxorious did not make them good presidents.Pat Nixon's love for Dick didn't solve the Watergate issue, nor did Roselyn's affection for Jimmy reduce the inflation rate.Clinton's tomcatting didn't make him a failure.",57b2773ab54bbc5c119a46fd9be2c4f0,ent-72,PER,specific,m-534,Dick,NAM,1909,neg
"And where he sticks his wand can be a matter of national importance.John and Robert Kennedy both shared the same girlfriend with Sam Giacanna.This, had we be wiling to talk about it seriously at the time, would have been legitimate cause for concern.",57b2773ab54bbc5c119a46fd9be2c4f0,ent-120,PER,specific,m-648,John,NAM,960,neg
"He insisted one of the workers at the DMV give him one and she turned him down and got fired because of that.However during the clinton debate the Democrats kept going on and on about the blow job.Fundamentally, I think it squicked everyone out to the point they wanted the story over.",57b2773ab54bbc5c119a46fd9be2c4f0,ent-138,PER,specific,m-684,Democrats,NOM,572,neg
"Eisenhower and Summersby is ignored again because it is pointless and squicky.The fact that Nixon and Carter were uxorious did not make them good presidents.Pat Nixon's love for Dick didn't solve the Watergate issue, nor did Roselyn's affection for Jimmy reduce the inflation rate.",57b2773ab54bbc5c119a46fd9be2c4f0,ent-96,PER,specific,m-594,them,PRO,1866,neg
"None
Denying that is like a redneck denying the Civil War was about slavery.None",57b2773ab54bbc5c119a46fd9be2c4f0,ent-1065,PER,nonspecific,m-1059,a redneck,NOM,3667,neg
"He does have lots of really interesting ideas about the economy and the US's relations with the rest of the world that are worth listening to.(But his actual record vis a vis Israel and the Global Warming hoax show he also has pretty bad ideas as well)

So on balance, I have to say that given a choice between Romney and Romney care and Newt and his affection for all his weird baggage with PBS, Global Warming, playing footsie with various flaky arab regimes...I prefer Santorum.",57b2773ab54bbc5c119a46fd9be2c4f0,ent-90,PER,specific,m-576,Romney,NAM,2803,neg
"He does have lots of really interesting ideas about the economy and the US's relations with the rest of the world that are worth listening to.(But his actual record vis a vis Israel and the Global Warming hoax show he also has pretty bad ideas as well)

So on balance, I have to say that given a choice between Romney and Romney care and Newt and his affection for all his weird baggage with PBS, Global Warming, playing footsie with various flaky arab regimes...I prefer Santorum.",57b2773ab54bbc5c119a46fd9be2c4f0,ent-90,PER,specific,m-582,Romney,NAM,2814,neg
"None
In the great debate over Newt and his love life, people keep bringing up the case of Clinton.I believe this to be a case of apples and oranges.",57b2773ab54bbc5c119a46fd9be2c4f0,ent-933,PER,nonspecific,m-927,people,NOM,187,neg
"You did not mention that why?Problem no.2, people want to hang Newt out to dry but still kiss old mr. monicas behind.None",57b2773ab54bbc5c119a46fd9be2c4f0,ent-933,PER,nonspecific,m-1053,people,NOM,3224,neg
"The fact that Nixon and Carter were uxorious did not make them good presidents.Pat Nixon's love for Dick didn't solve the Watergate issue, nor did Roselyn's affection for Jimmy reduce the inflation rate.Clinton's tomcatting didn't make him a failure.",57b2773ab54bbc5c119a46fd9be2c4f0,ent-1017,FAC,specific,m-1011,Watergate,NAM,1931,neg
"He does have lots of really interesting ideas about the economy and the US's relations with the rest of the world that are worth listening to.(But his actual record vis a vis Israel and the Global Warming hoax show he also has pretty bad ideas as well)

So on balance, I have to say that given a choice between Romney and Romney care and Newt and his affection for all his weird baggage with PBS, Global Warming, playing footsie with various flaky arab regimes...I prefer Santorum.",57b2773ab54bbc5c119a46fd9be2c4f0,ent-132,ORG,specific,m-672,PBS,NAM,2884,neg
"None

Problem is clinton did something no other president did, he violated the oval office by having sex thaere and then lying about it.You did not mention that why?",57b2773ab54bbc5c119a46fd9be2c4f0,ent-156,FAC,specific,m-738,oval office,NAM,3122,pos
"None

Problem is clinton did something no other president did, he violated the oval office by having sex thaere and then lying about it.You did not mention that why?",57b2773ab54bbc5c119a46fd9be2c4f0,ent-156,FAC,specific,m-744,thaere,PRO,3148,pos
"If it were a matter of him vs someone equally intelligent and less of a cad I would gleefully go for the other option.however, there is no drama that he was involved with Anna Chapman or any other honey pot involved with Russian or US mafias.He does have lots of really interesting ideas about the economy and the US's relations with the rest of the world that are worth listening to.",57b2773ab54bbc5c119a46fd9be2c4f0,ent-87,PER,specific,m-570,Russian or US mafias,NOM,2469,neg
"
It is indeed great!Especially Bob Peck's acting, as Ronald Craven, and the character Darius Jedburg (I am guessing this is Joe Don Baker).You're also right that it was about Bob Peck's uncovering of stranger and stranger circumstances behind his daughter's death but throughout the series he is ""visited"" by his daughter who was, in life, some kind of environmental activist for a group called ""GAIA"" who tells him some story about ""black flowers"" which somehow kill everyone off.",584b6272bb8c9cc134621ff5ace8c98d,ent-24,PER,specific,m-264,Bob Peck,NAM,461,pos
'Class warfare' is what politicians use to divide Americans from each other - because that makes it easier for them to rob us all.Only fucking morons support Democrats or Republicans.You people are the problem.,590baa25bb1cc16c31fd02395edf6835,ent-666,PER,nonspecific,m-660,fucking morons,NOM,341,neg
Only fucking morons support Democrats or Republicans.You people are the problem.None,590baa25bb1cc16c31fd02395edf6835,ent-666,PER,nonspecific,m-669,You people,NOM,390,neg
'Class warfare' is what politicians use to divide Americans from each other - because that makes it easier for them to rob us all.Only fucking morons support Democrats or Republicans.You people are the problem.,590baa25bb1cc16c31fd02395edf6835,ent-666,PER,nonspecific,m-765,fucking morons,NOM,1639,neg
Only fucking morons support Democrats or Republicans.You people are the problem.None,590baa25bb1cc16c31fd02395edf6835,ent-666,PER,nonspecific,m-771,You people,NOM,1688,neg
"A wealthy person is less likely to be charged.If he is, then he will have better lawyers.If convicted, he will get a lighter sentence.",590baa25bb1cc16c31fd02395edf6835,ent-717,PER,nonspecific,m-711,better lawyers,NOM,1065,pos
"

That case is only one example of a systemic problem that pervades the entire criminal justice system.Hell, I didn't even mention the fact that rich people can afford better legal counsel.After all, do you think O J Simpson would have gotten away with murder in the 90's without his 'dream team'?",590baa25bb1cc16c31fd02395edf6835,ent-717,PER,nonspecific,m-819,better legal counsel,NOM,2807,pos
"That places it into a whole new level.My assumption is the scumbag paid a huge anmount to the victim so that he would be OK with the reduced charges, then said scumbag paid a large amount to the DA's re-election campaign and there you have it.Justice is served...or sauteed if you prefer.",590baa25bb1cc16c31fd02395edf6835,ent-39,PER,specific,m-270,the scumbag,NOM,4373,neg
"None
Rebekah Brook is probably the most despicable female this country has seen since Myra Hindley.None",59f8514f6db132207ba9e5828f73d706,ent-57,PER,specific,m-903,Myra Hindley,NAM,5767,neg
"None
Rebekah Brook is probably the most despicable female this country has seen since Myra Hindley.None",59f8514f6db132207ba9e5828f73d706,ent-57,PER,specific,m-909,Myra Hindley,NAM,5966,neg
"None
Rebekah Brook is probably the most despicable female this country has seen since Myra Hindley.None",59f8514f6db132207ba9e5828f73d706,ent-39,PER,specific,m-1574,the most despicable female this country has seen since Myra Hindley,NOM,5911,neg
"None
Rebekah Brook is probably the most despicable female this country has seen since Myra Hindley.None",59f8514f6db132207ba9e5828f73d706,ent-39,PER,specific,m-1616,the most despicable female this country has seen since Myra Hindley,NOM,5712,neg
"None
With specific regards to his child's health, there have been rumblings for the last few hours that no hacking occured and that a ""friend"" leaked the information.None",59f8514f6db132207ba9e5828f73d706,ent-1403,PER,specific,m-1397,"a ""friend""",NOM,1135,neg
"None
Paedophile or not, arranging to meet with a 14 year old for sex is ****ing wrong and he knows it, so he should rightly be punished.Anyone that disagrees needs their head testing, or locking up !",5bac42475431a87070720e94b27cfd99,ent-42,PER,specific,m-444,a 14 year old,NOM,1437,neg
"None
Anyone else confused as to how a 14 year old became an undercover cop in the first place?None",5bac42475431a87070720e94b27cfd99,ent-42,PER,specific,m-456,a 14 year old,NOM,2268,neg
"None
He agreed to meet with a 14 year old for sex, and your on his side?None",5bac42475431a87070720e94b27cfd99,ent-42,PER,specific,m-462,a 14 year old,NOM,2584,neg
"None

it's short but if you don't want to read it basically a guy in the USA has been arrested for agreeing to meet up with and have sex with a ""14 year old girl"" who was actually an undercover cop...

surely this is entrapment?he didn't actually do anything because they basically lead him into the situation?",5bac42475431a87070720e94b27cfd99,ent-42,PER,specific,m-486,"a ""14 year old girl"" who was actually an undercover cop",NOM,4179,neg
"sure, it would be a crime if he had actually done this with a 14 year old and something had happened when they met up... but the american police have basically created this whole scenario and lead him into it, feeding him along?this suggests to me that the police officer was the one who suggested everything... coaxed him into it... we don't know the full story but i get the impression that this ""14 year old girl"" offered him sex on a plate willingly....

would that be legal in this country?i mean i think it's wrong that this guy would meet up with a 14 year old with the intent to have sex... but fabricating the situation... you can't arrest someone for something they haven't done... it's just wrong...

am i the only one who thinks this is messed up?",5bac42475431a87070720e94b27cfd99,ent-42,PER,specific,m-492,the police officer,NOM,4604,neg
"sure, it would be a crime if he had actually done this with a 14 year old and something had happened when they met up... but the american police have basically created this whole scenario and lead him into it, feeding him along?this suggests to me that the police officer was the one who suggested everything... coaxed him into it... we don't know the full story but i get the impression that this ""14 year old girl"" offered him sex on a plate willingly....

would that be legal in this country?i mean i think it's wrong that this guy would meet up with a 14 year old with the intent to have sex... but fabricating the situation... you can't arrest someone for something they haven't done... it's just wrong...

am i the only one who thinks this is messed up?",5bac42475431a87070720e94b27cfd99,ent-42,PER,specific,m-498,the one who suggested everything,NOM,4627,neg
"sure, it would be a crime if he had actually done this with a 14 year old and something had happened when they met up... but the american police have basically created this whole scenario and lead him into it, feeding him along?this suggests to me that the police officer was the one who suggested everything... coaxed him into it... we don't know the full story but i get the impression that this ""14 year old girl"" offered him sex on a plate willingly....

would that be legal in this country?i mean i think it's wrong that this guy would meet up with a 14 year old with the intent to have sex... but fabricating the situation... you can't arrest someone for something they haven't done... it's just wrong...

am i the only one who thinks this is messed up?",5bac42475431a87070720e94b27cfd99,ent-42,PER,specific,m-504,"this ""14 year old girl""",NOM,4744,neg
"this suggests to me that the police officer was the one who suggested everything... coaxed him into it... we don't know the full story but i get the impression that this ""14 year old girl"" offered him sex on a plate willingly....

would that be legal in this country?i mean i think it's wrong that this guy would meet up with a 14 year old with the intent to have sex... but fabricating the situation... you can't arrest someone for something they haven't done... it's just wrong...

am i the only one who thinks this is messed up?None",5bac42475431a87070720e94b27cfd99,ent-42,PER,specific,m-510,a 14 year old,NOM,4906,neg
"None

i'm not disagreeing that it is wrong, but i don't think coaxing someone into doing something they might not otherwise do, which is the impression that the article give, is a good way about catching ""criminals""...

maybe my interpretation of the article is wrong or maybe the author isn't very clear... but i don't think it's right that you can basically reel someone in to POTENTIALLY comitting a crime (he did not sleep with a 14 year old) then arrest them on that basis.None",5bac42475431a87070720e94b27cfd99,ent-989,PER,nonspecific,m-1160,a 14 year old,NOM,3638,neg
"

I'm baffled at how you can be on his side.He has the intention of sleeping with a minor, which is not only illegal but immoral.If the police arrest a man with detailed plans for blowing up a building in a city, with all the equipment for making a bomb, but he hasn't actually made it yet, would you be on this man's side too?",5bac42475431a87070720e94b27cfd99,ent-989,PER,nonspecific,m-1259,a minor,NOM,5716,neg
"None
Paedophile or not, arranging to meet with a 14 year old for sex is ****ing wrong and he knows it, so he should rightly be punished.Anyone that disagrees needs their head testing, or locking up !",5bac42475431a87070720e94b27cfd99,ent-1049,PER,nonspecific,m-1043,Paedophile,NOM,1395,neg
"None
he is not a paedophile because she isn't pre pubescent... i'm not saying it isn't wrong i'm saying paedophilia is a strong word and not the right one to use.None",5bac42475431a87070720e94b27cfd99,ent-1049,PER,nonspecific,m-1079,a paedophile,NOM,1860,neg
"None

yeah its totally a good thing that police are allowed to trick people to get convictionsNone",5bac42475431a87070720e94b27cfd99,ent-998,PER,nonspecific,m-992,police,NOM,461,neg
"None
yeah its totally a good thing that police are allowed to trick people to get convictionsNone",5bac42475431a87070720e94b27cfd99,ent-998,PER,nonspecific,m-1010,police,NOM,658,neg
"He has the intention of sleeping with a minor, which is not only illegal but immoral.If the police arrest a man with detailed plans for blowing up a building in a city, with all the equipment for making a bomb, but he hasn't actually made it yet, would you be on this man's side too?I think not, I think you'd be glad they intervened and took one potential bomber off the streets, much like they've took one potential child rapist of the streets here.",5bac42475431a87070720e94b27cfd99,ent-1271,PER,nonspecific,m-1265,"a man with detailed plans for blowing up a building in a city, with all the equipment for making a bomb",NOM,5786,neg
"He has the intention of sleeping with a minor, which is not only illegal but immoral.If the police arrest a man with detailed plans for blowing up a building in a city, with all the equipment for making a bomb, but he hasn't actually made it yet, would you be on this man's side too?I think not, I think you'd be glad they intervened and took one potential bomber off the streets, much like they've took one potential child rapist of the streets here.",5bac42475431a87070720e94b27cfd99,ent-1271,PER,nonspecific,m-1292,he,PRO,5895,neg
"He has the intention of sleeping with a minor, which is not only illegal but immoral.If the police arrest a man with detailed plans for blowing up a building in a city, with all the equipment for making a bomb, but he hasn't actually made it yet, would you be on this man's side too?I think not, I think you'd be glad they intervened and took one potential bomber off the streets, much like they've took one potential child rapist of the streets here.",5bac42475431a87070720e94b27cfd99,ent-1271,PER,nonspecific,m-1304,this man,NOM,5943,neg
"If the police arrest a man with detailed plans for blowing up a building in a city, with all the equipment for making a bomb, but he hasn't actually made it yet, would you be on this man's side too?I think not, I think you'd be glad they intervened and took one potential bomber off the streets, much like they've took one potential child rapist of the streets here.None",5bac42475431a87070720e94b27cfd99,ent-1271,PER,nonspecific,m-1310,one potential bomber,NOM,6025,neg
"
14 is illegal, same as 10, both are morally wrong and disgusting.If he agreed to do it under the illusion it was a real 14 year old, how do we know he hasn't already done it before, or wouldn't in the future, he must have been looking to have stumbled across the 14 yr old police woman.I think its a good thing",5bac42475431a87070720e94b27cfd99,ent-24,PER,specific,m-120,he,PRO,170,neg
"
14 is illegal, same as 10, both are morally wrong and disgusting.If he agreed to do it under the illusion it was a real 14 year old, how do we know he hasn't already done it before, or wouldn't in the future, he must have been looking to have stumbled across the 14 yr old police woman.I think its a good thing",5bac42475431a87070720e94b27cfd99,ent-24,PER,specific,m-126,he,PRO,250,neg
"
14 is illegal, same as 10, both are morally wrong and disgusting.If he agreed to do it under the illusion it was a real 14 year old, how do we know he hasn't already done it before, or wouldn't in the future, he must have been looking to have stumbled across the 14 yr old police woman.I think its a good thing",5bac42475431a87070720e94b27cfd99,ent-24,PER,specific,m-132,he,PRO,311,neg
"None

He agreed to meet with a 14 year old for sex, and your on his side?None",5bac42475431a87070720e94b27cfd99,ent-24,PER,specific,m-138,He,PRO,723,neg
"None

He agreed to meet with a 14 year old for sex, and your on his side?None",5bac42475431a87070720e94b27cfd99,ent-24,PER,specific,m-144,his,PRO,781,neg
"None
He should be arrested, if he knew she was 14 (like some have said, she could have sent older-looking pics and lied about her age).I don't think the police are wrong for the method they used.",5bac42475431a87070720e94b27cfd99,ent-24,PER,specific,m-150,He,PRO,953,neg
"None
He should be arrested, if he knew she was 14 (like some have said, she could have sent older-looking pics and lied about her age).I don't think the police are wrong for the method they used.",5bac42475431a87070720e94b27cfd99,ent-24,PER,specific,m-156,he,PRO,979,neg
"None
Paedophile or not, arranging to meet with a 14 year old for sex is ****ing wrong and he knows it, so he should rightly be punished.Anyone that disagrees needs their head testing, or locking up !",5bac42475431a87070720e94b27cfd99,ent-24,PER,specific,m-162,he,PRO,1480,neg
"None
Paedophile or not, arranging to meet with a 14 year old for sex is ****ing wrong and he knows it, so he should rightly be punished.Anyone that disagrees needs their head testing, or locking up !",5bac42475431a87070720e94b27cfd99,ent-24,PER,specific,m-168,he,PRO,1496,neg
"None
he is not a paedophile because she isn't pre pubescent... i'm not saying it isn't wrong i'm saying paedophilia is a strong word and not the right one to use.None",5bac42475431a87070720e94b27cfd99,ent-24,PER,specific,m-174,he,PRO,1850,neg
"None
He agreed to meet with a 14 year old for sex, and your on his side?None",5bac42475431a87070720e94b27cfd99,ent-24,PER,specific,m-180,He,PRO,2561,neg
"None
He agreed to meet with a 14 year old for sex, and your on his side?None",5bac42475431a87070720e94b27cfd99,ent-24,PER,specific,m-186,his,PRO,2619,neg
"None
He should be arrested, if he knew she was 14 (like some have said, she could have sent older-looking pics and lied about her age).I don't think the police are wrong for the method they used.",5bac42475431a87070720e94b27cfd99,ent-24,PER,specific,m-192,He,PRO,2867,neg
"None
He should be arrested, if he knew she was 14 (like some have said, she could have sent older-looking pics and lied about her age).I don't think the police are wrong for the method they used.",5bac42475431a87070720e94b27cfd99,ent-24,PER,specific,m-198,he,PRO,2893,neg
"this suggests to me that the police officer was the one who suggested everything... coaxed him into it... we don't know the full story but i get the impression that this ""14 year old girl"" offered him sex on a plate willingly....

would that be legal in this country?i mean i think it's wrong that this guy would meet up with a 14 year old with the intent to have sex... but fabricating the situation... you can't arrest someone for something they haven't done... it's just wrong...

am i the only one who thinks this is messed up?None",5bac42475431a87070720e94b27cfd99,ent-24,PER,specific,m-252,this guy,NOM,4878,neg
"None

I'm baffled at how you can be on his side.He has the intention of sleeping with a minor, which is not only illegal but immoral.",5bac42475431a87070720e94b27cfd99,ent-24,PER,specific,m-258,his,PRO,5667,neg
"

I'm baffled at how you can be on his side.He has the intention of sleeping with a minor, which is not only illegal but immoral.If the police arrest a man with detailed plans for blowing up a building in a city, with all the equipment for making a bomb, but he hasn't actually made it yet, would you be on this man's side too?",5bac42475431a87070720e94b27cfd99,ent-24,PER,specific,m-264,He,PRO,5678,neg
"If the police arrest a man with detailed plans for blowing up a building in a city, with all the equipment for making a bomb, but he hasn't actually made it yet, would you be on this man's side too?I think not, I think you'd be glad they intervened and took one potential bomber off the streets, much like they've took one potential child rapist of the streets here.None",5bac42475431a87070720e94b27cfd99,ent-24,PER,specific,m-270,one potential child rapist,NOM,6086,neg
"None
The man was ****ing 41 years oldNone",5bac42475431a87070720e94b27cfd99,ent-24,PER,specific,m-294,The man,NOM,6726,neg
"None

i'm not disagreeing that it is wrong, but i don't think coaxing someone into doing something they might not otherwise do, which is the impression that the article give, is a good way about catching ""criminals""...

maybe my interpretation of the article is wrong or maybe the author isn't very clear... but i don't think it's right that you can basically reel someone in to POTENTIALLY comitting a crime (he did not sleep with a 14 year old) then arrest them on that basis.None",5bac42475431a87070720e94b27cfd99,ent-39,PER,specific,m-408,the author,NOM,3483,neg
"None

He agreed to meet with a 14 year old for sex, and your on his side?None",5bac42475431a87070720e94b27cfd99,ent-8,PER,specific,m-84,your,PRO,773,neg
"None
He agreed to meet with a 14 year old for sex, and your on his side?None",5bac42475431a87070720e94b27cfd99,ent-8,PER,specific,m-90,your,PRO,2611,neg
"None can we not accept that ""paedophile"" is used as a sort of umbrella termNone",5bac42475431a87070720e94b27cfd99,ent-21,PER,nonspecific,m-1085,we,PRO,2132,neg
"None

You utter buffoon/comic genius!None",5bac42475431a87070720e94b27cfd99,ent-54,PER,specific,m-666,You utter buffoon/comic genius,NOM,2421,neg
"None

You utter buffoon/comic genius!None",5bac42475431a87070720e94b27cfd99,ent-54,PER,specific,m-2684,You utter buffoon/comic genius,NOM,2421,neg
"he didn't actually do anything because they basically lead him into the situation?sure, it would be a crime if he had actually done this with a 14 year old and something had happened when they met up... but the american police have basically created this whole scenario and lead him into it, feeding him along?this suggests to me that the police officer was the one who suggested everything... coaxed him into it... we don't know the full story but i get the impression that this ""14 year old girl"" offered him sex on a plate willingly....

would that be legal in this country?",5bac42475431a87070720e94b27cfd99,ent-60,GPE,specific,m-744,american,NAM,4478,neg
"

it's short but if you don't want to read it basically a guy in the USA has been arrested for agreeing to meet up with and have sex with a ""14 year old girl"" who was actually an undercover cop...

surely this is entrapment?he didn't actually do anything because they basically lead him into the situation?sure, it would be a crime if he had actually done this with a 14 year old and something had happened when they met up... but the american police have basically created this whole scenario and lead him into it, feeding him along?",5bac42475431a87070720e94b27cfd99,ent-57,ORG,specific,m-696,they,PRO,4305,neg
"he didn't actually do anything because they basically lead him into the situation?sure, it would be a crime if he had actually done this with a 14 year old and something had happened when they met up... but the american police have basically created this whole scenario and lead him into it, feeding him along?this suggests to me that the police officer was the one who suggested everything... coaxed him into it... we don't know the full story but i get the impression that this ""14 year old girl"" offered him sex on a plate willingly....

would that be legal in this country?",5bac42475431a87070720e94b27cfd99,ent-57,ORG,specific,m-714,the american police,NOM,4474,neg
"If the police arrest a man with detailed plans for blowing up a building in a city, with all the equipment for making a bomb, but he hasn't actually made it yet, would you be on this man's side too?I think not, I think you'd be glad they intervened and took one potential bomber off the streets, much like they've took one potential child rapist of the streets here.None",5bac42475431a87070720e94b27cfd99,ent-57,ORG,specific,m-732,they,PRO,6073,pos
"
Paedophile or not, arranging to meet with a 14 year old for sex is ****ing wrong and he knows it, so he should rightly be punished.Anyone that disagrees needs their head testing, or locking up !None",5bac42475431a87070720e94b27cfd99,ent-1058,PER,nonspecific,m-1052,Anyone that disagrees,NOM,1528,neg
"
Paedophile or not, arranging to meet with a 14 year old for sex is ****ing wrong and he knows it, so he should rightly be punished.Anyone that disagrees needs their head testing, or locking up !None",5bac42475431a87070720e94b27cfd99,ent-1058,PER,nonspecific,m-1061,their,PRO,1556,neg
"
Originally Posted by billydisco
So can you explain to me what you see happening when resources become scarce?Idiots like the Libdems would have got rid of our nuclear deterrent, we'd be sitting ducks!Our people would not get the resources we need!",5bb3c2b1094912a6df7e862bb2981481,ent-48,PER,specific,m-351,Libdems,NAM,823,neg
"
Originally Posted by billydisco
So can you explain to me what you see happening when resources become scarce?Idiots like the Libdems would have got rid of our nuclear deterrent, we'd be sitting ducks!Our people would not get the resources we need!",5bb3c2b1094912a6df7e862bb2981481,ent-828,PER,nonspecific,m-822,Idiots like the Libdems,NOM,807,neg
"
I just read about this story.It's a tragedy, and I also find it revealing that the New Age guru in question, Mr. Ray, has since left the state of Arizona.From what I understand, it sounds like Ray didn't know what the hell he was doing, because he put entirely too many people in entirely too small a space.",5bbe1c6185296d179b95810e48ee3834,ent-27,PER,specific,m-150,the New Age guru in question,NOM,1519,neg
"
I just read about this story.It's a tragedy, and I also find it revealing that the New Age guru in question, Mr. Ray, has since left the state of Arizona.From what I understand, it sounds like Ray didn't know what the hell he was doing, because he put entirely too many people in entirely too small a space.",5bbe1c6185296d179b95810e48ee3834,ent-27,PER,specific,m-156,Ray,NAM,1553,neg
"It's a tragedy, and I also find it revealing that the New Age guru in question, Mr. Ray, has since left the state of Arizona.From what I understand, it sounds like Ray didn't know what the hell he was doing, because he put entirely too many people in entirely too small a space.In addition, they covered the lodge with materials that didn't allow for decent air flow.",5bbe1c6185296d179b95810e48ee3834,ent-27,PER,specific,m-162,Ray,NAM,1635,neg
"It's a tragedy, and I also find it revealing that the New Age guru in question, Mr. Ray, has since left the state of Arizona.From what I understand, it sounds like Ray didn't know what the hell he was doing, because he put entirely too many people in entirely too small a space.In addition, they covered the lodge with materials that didn't allow for decent air flow.",5bbe1c6185296d179b95810e48ee3834,ent-27,PER,specific,m-168,he,PRO,1665,neg
"It's a tragedy, and I also find it revealing that the New Age guru in question, Mr. Ray, has since left the state of Arizona.From what I understand, it sounds like Ray didn't know what the hell he was doing, because he put entirely too many people in entirely too small a space.In addition, they covered the lodge with materials that didn't allow for decent air flow.",5bbe1c6185296d179b95810e48ee3834,ent-27,PER,specific,m-174,he,PRO,1687,neg
"None
Apparently they are still wanting to question the guy.They said he was uncooperative.",5bbe1c6185296d179b95810e48ee3834,ent-27,PER,specific,m-180,the guy,NOM,2028,neg
"
Apparently they are still wanting to question the guy.They said he was uncooperative.I don't know much about the laws on this but wouldn't it be negligent homicide or something?",5bbe1c6185296d179b95810e48ee3834,ent-27,PER,specific,m-186,he,PRO,2047,neg
"Apparently, the two folks that died paid nearly 10,000 dollars to attend the new age sweat led by two time Oprah guest.James Arthur Ray - a non-Native American, lead over 60 people into the sweat 'lodge'.20 people became ill, and one more is still in critical condition tonight.",5bbe1c6185296d179b95810e48ee3834,ent-87,FAC,specific,m-348,the sweat 'lodge',NOM,984,neg
"From what I understand, it sounds like Ray didn't know what the hell he was doing, because he put entirely too many people in entirely too small a space.In addition, they covered the lodge with materials that didn't allow for decent air flow.Put all of that together, and you have a situation ripe for asphyxiation.",5bbe1c6185296d179b95810e48ee3834,ent-87,FAC,specific,m-354,the lodge,NOM,1776,neg
"It's a tragedy, and I also find it revealing that the New Age guru in question, Mr. Ray, has since left the state of Arizona.From what I understand, it sounds like Ray didn't know what the hell he was doing, because he put entirely too many people in entirely too small a space.In addition, they covered the lodge with materials that didn't allow for decent air flow.",5bbe1c6185296d179b95810e48ee3834,ent-87,FAC,specific,m-360,too small a space,NOM,1731,neg
"From what I understand, it sounds like Ray didn't know what the hell he was doing, because he put entirely too many people in entirely too small a space.In addition, they covered the lodge with materials that didn't allow for decent air flow.Put all of that together, and you have a situation ripe for asphyxiation.",5bbe1c6185296d179b95810e48ee3834,ent-54,PER,specific,m-264,they,PRO,1763,neg
"None

I don't think having the authority of the United Nations, NATO, Libyan transnational council and Arab League.Compares fairly with Bush and Blair's adventures in Iraq.",5c29f9e575b94c61db8ed52bdfa53843,ent-72,ORG,specific,m-759,United Nations,NAM,738,pos
"None

I don't think having the authority of the United Nations, NATO, Libyan transnational council and Arab League.Compares fairly with Bush and Blair's adventures in Iraq.",5c29f9e575b94c61db8ed52bdfa53843,ent-72,ORG,specific,m-765,United Nations,NAM,2040,pos
Amazing.Thank you for ignoring the fact that NATO got permission from the UN and Arab League.Even refusing to take action until it had done so.,5c29f9e575b94c61db8ed52bdfa53843,ent-72,ORG,specific,m-771,UN,NAM,3640,pos
Amazing.Thank you for ignoring the fact that NATO got permission from the UN and Arab League.None,5c29f9e575b94c61db8ed52bdfa53843,ent-72,ORG,specific,m-777,UN,NAM,4430,pos
"

Many countries were uneasy about the decision, even China and Russia and their human rights record speaks for itself.The UN had little time to make a decision, basically the UN should of allowed the rebels to take control on THEIR OWN.Not any intervention, I knew it would of cost more lives and it did.",5c29f9e575b94c61db8ed52bdfa53843,ent-72,ORG,specific,m-783,UN,NAM,4584,neg
"

Many countries were uneasy about the decision, even China and Russia and their human rights record speaks for itself.The UN had little time to make a decision, basically the UN should of allowed the rebels to take control on THEIR OWN.Not any intervention, I knew it would of cost more lives and it did.",5c29f9e575b94c61db8ed52bdfa53843,ent-72,ORG,specific,m-789,UN,NAM,4637,neg
"
Many countries were uneasy about the decision, even China and Russia and their human rights record speaks for itself.The UN had little time to make a decision, basically the UN should of allowed the rebels to take control on THEIR OWN.Not any intervention, I knew it would of cost more lives and it did.",5c29f9e575b94c61db8ed52bdfa53843,ent-72,ORG,specific,m-795,UN,NAM,5523,neg
"
Many countries were uneasy about the decision, even China and Russia and their human rights record speaks for itself.The UN had little time to make a decision, basically the UN should of allowed the rebels to take control on THEIR OWN.Not any intervention, I knew it would of cost more lives and it did.",5c29f9e575b94c61db8ed52bdfa53843,ent-72,ORG,specific,m-801,UN,NAM,5576,neg
"
He kills people, end of.He has blood on his hands like Bush, Blair and Bush Senior.None",5c29f9e575b94c61db8ed52bdfa53843,ent-42,PER,specific,m-615,Bush Senior,NAM,4945,neg
"None

Many countries were uneasy about the decision, even China and Russia and their human rights record speaks for itself.The UN had little time to make a decision, basically the UN should of allowed the rebels to take control on THEIR OWN.",5c29f9e575b94c61db8ed52bdfa53843,ent-87,GPE,specific,m-855,Russia,NAM,4523,neg
"None
Many countries were uneasy about the decision, even China and Russia and their human rights record speaks for itself.The UN had little time to make a decision, basically the UN should of allowed the rebels to take control on THEIR OWN.",5c29f9e575b94c61db8ed52bdfa53843,ent-87,GPE,specific,m-861,Russia,NAM,5462,neg
"None

Many countries were uneasy about the decision, even China and Russia and their human rights record speaks for itself.The UN had little time to make a decision, basically the UN should of allowed the rebels to take control on THEIR OWN.",5c29f9e575b94c61db8ed52bdfa53843,ent-87,GPE,specific,m-867,their,PRO,4534,neg
