file,label_polarity,rel_arg1_context,rel_arg1_entity_specificity,rel_arg1_entity_type,rel_arg1_id,rel_arg1_mention_id,rel_arg1_mention_length,rel_arg1_mention_noun_type,rel_arg1_mention_offset,rel_arg1_role,rel_arg1_text,rel_arg2_context,rel_arg2_entity_specificity,rel_arg2_entity_type,rel_arg2_id,rel_arg2_is_filler,rel_arg2_mention_id,rel_arg2_mention_length,rel_arg2_mention_noun_type,rel_arg2_mention_offset,rel_arg2_role,rel_arg2_text,relation_id,relation_mention_id,relation_mention_realis,relation_subtype,relation_type,trigger_context,trigger_length,trigger_offset,trigger_text
52e569e00b6428b94205d3dd5c457c54,pos,I've never known an Army guy that even came close.For my tax dollars I think we should expand the Marines and take the funding necessary from the Army.No need for a long term mission if everyone is dead.I have a brother in Iraq right now.At night when I say my prayers I make sure to include the Iraqis because I know what he's capable of.Ooh-rah!All the men in my family have always been Marines.,specific,PER,ent-30,m-579,1,PRO,3650,per,I,I've never known an Army guy that even came close.For my tax dollars I think we should expand the Marines and take the funding necessary from the Army.No need for a long term mission if everyone is dead.I have a brother in Iraq right now.At night when I say my prayers I make sure to include the Iraqis because I know what he's capable of.Ooh-rah!All the men in my family have always been Marines.,specific,PER,ent-48,0,m-729,9,NOM,3657,per,a brother,r-2071,relm-2104,true,family,personalsocial,I have a brother in Iraq right now.,7,3659,brother
52e569e00b6428b94205d3dd5c457c54,pos,"I've never known an Army guy that even came close.For my tax dollars I think we should expand the Marines and take the funding necessary from the Army.No need for a long term mission if everyone is dead.I have a brother in Iraq right now.At night when I say my prayers I make sure to include the Iraqis because I know what he's capable of.That's cold, Gunny.My service was not in vain.",specific,PER,ent-48,m-723,9,NOM,2449,entity,a brother,"I've never known an Army guy that even came close.For my tax dollars I think we should expand the Marines and take the funding necessary from the Army.No need for a long term mission if everyone is dead.I have a brother in Iraq right now.At night when I say my prayers I make sure to include the Iraqis because I know what he's capable of.That's cold, Gunny.My service was not in vain.",specific,GPE,ent-99,0,m-1227,4,NAM,2462,loc,Iraq,r-2072,relm-1345,true,locatednear,physical,I have a brother in Iraq right now.,2,2459,in
52e569e00b6428b94205d3dd5c457c54,pos,"I've never known an Army guy that even came close.For my tax dollars I think we should expand the Marines and take the funding necessary from the Army.No need for a long term mission if everyone is dead.I have a brother in Iraq right now.At night when I say my prayers I make sure to include the Iraqis because I know what he's capable of. Cool logic, just because you never met any so called ""hard motherf'ers"" in the Army it does not mean they fail to exsist.But of course coming from a family of Marines I will exscuse your bias opinion.",specific,PER,ent-48,m-747,9,NOM,4216,entity,a brother,"I've never known an Army guy that even came close.For my tax dollars I think we should expand the Marines and take the funding necessary from the Army.No need for a long term mission if everyone is dead.I have a brother in Iraq right now.At night when I say my prayers I make sure to include the Iraqis because I know what he's capable of. Cool logic, just because you never met any so called ""hard motherf'ers"" in the Army it does not mean they fail to exsist.But of course coming from a family of Marines I will exscuse your bias opinion.",specific,GPE,ent-99,0,m-1245,4,NAM,4229,loc,Iraq,r-2072,relm-1846,true,locatednear,physical,I have a brother in Iraq right now.,2,4226,in
52e569e00b6428b94205d3dd5c457c54,pos,"Don't get all sensitive on me now.You know WHO the remark was directed to and why.I grew up in the Air Force.My father is a retired Chief, and my grandfather (his father) a retired Army SgtMaj.I have nothing but respect for the other services.But when it's time to play the interservice rivalry shit-talking game, and it's aimed MY way, I'm returning fire.All the men in my family have always been Marines.",specific,PER,ent-8,m-171,2,PRO,2999,per,My,"Don't get all sensitive on me now.You know WHO the remark was directed to and why.I grew up in the Air Force.My father is a retired Chief, and my grandfather (his father) a retired Army SgtMaj.I have nothing but respect for the other services.But when it's time to play the interservice rivalry shit-talking game, and it's aimed MY way, I'm returning fire.All the men in my family have always been Marines.",specific,PER,ent-45,0,m-717,9,NOM,2999,per,My father,r-2073,relm-1355,true,family,personalsocial,"My father is a retired Chief, and my grandfather (his father) a retired Army SgtMaj.",6,3002,father
52e569e00b6428b94205d3dd5c457c54,pos,"Don't get all sensitive on me now.You know WHO the remark was directed to and why.I grew up in the Air Force.My father is a retired Chief, and my grandfather (his father) a retired Army SgtMaj.I have nothing but respect for the other services.But when it's time to play the interservice rivalry shit-talking game, and it's aimed MY way, I'm returning fire.All the men in my family have always been Marines.",specific,PER,ent-45,m-717,9,NOM,2999,per,My father,"Don't get all sensitive on me now.You know WHO the remark was directed to and why.I grew up in the Air Force.My father is a retired Chief, and my grandfather (his father) a retired Army SgtMaj.I have nothing but respect for the other services.But when it's time to play the interservice rivalry shit-talking game, and it's aimed MY way, I'm returning fire.All the men in my family have always been Marines.",None,title,f-1373,1,None,5,None,3022,role,Chief,r-2074,relm-1365,true,role,personalsocial,None,None,None,None
52e569e00b6428b94205d3dd5c457c54,pos,"Don't get all sensitive on me now.You know WHO the remark was directed to and why.I grew up in the Air Force.My father is a retired Chief, and my grandfather (his father) a retired Army SgtMaj.I have nothing but respect for the other services.But when it's time to play the interservice rivalry shit-talking game, and it's aimed MY way, I'm returning fire.All the men in my family have always been Marines.",specific,PER,ent-8,m-135,2,PRO,3033,per,my,"Don't get all sensitive on me now.You know WHO the remark was directed to and why.I grew up in the Air Force.My father is a retired Chief, and my grandfather (his father) a retired Army SgtMaj.I have nothing but respect for the other services.But when it's time to play the interservice rivalry shit-talking game, and it's aimed MY way, I'm returning fire.All the men in my family have always been Marines.",specific,PER,ent-42,0,m-699,14,NOM,3033,per,my grandfather,r-2077,relm-1395,true,family,personalsocial,"My father is a retired Chief, and my grandfather (his father) a retired Army SgtMaj.",11,3036,grandfather
52e569e00b6428b94205d3dd5c457c54,pos,"Don't get all sensitive on me now.You know WHO the remark was directed to and why.I grew up in the Air Force.My father is a retired Chief, and my grandfather (his father) a retired Army SgtMaj.I have nothing but respect for the other services.But when it's time to play the interservice rivalry shit-talking game, and it's aimed MY way, I'm returning fire.All the men in my family have always been Marines.",specific,PER,ent-42,m-705,10,NOM,3049,per,his father,"Don't get all sensitive on me now.You know WHO the remark was directed to and why.I grew up in the Air Force.My father is a retired Chief, and my grandfather (his father) a retired Army SgtMaj.I have nothing but respect for the other services.But when it's time to play the interservice rivalry shit-talking game, and it's aimed MY way, I'm returning fire.All the men in my family have always been Marines.",None,title,f-1413,1,None,6,None,3076,role,SgtMaj,r-2078,relm-1405,true,role,personalsocial,None,None,None,None
52e569e00b6428b94205d3dd5c457c54,pos," Cool logic, just because you never met any so called ""hard motherf'ers"" in the Army it does not mean they fail to exsist.But of course coming from a family of Marines I will exscuse your bias opinion. Cool logic, just because you never met any so called ""hard motherf'ers"" in the Army it does not mean they fail to exsist.But of course coming from a family of Marines I will exscuse your bias opinion.Well, we could discuss the Army's judgement.Both of my brothers are Army zeroes.That's almost like being in the real Army, isn't it?",specific,PER,ent-27,m-417,19,NOM,4939,employeemember,a family of Marines," Cool logic, just because you never met any so called ""hard motherf'ers"" in the Army it does not mean they fail to exsist.But of course coming from a family of Marines I will exscuse your bias opinion. Cool logic, just because you never met any so called ""hard motherf'ers"" in the Army it does not mean they fail to exsist.But of course coming from a family of Marines I will exscuse your bias opinion.Well, we could discuss the Army's judgement.Both of my brothers are Army zeroes.That's almost like being in the real Army, isn't it?",specific,ORG,ent-75,0,m-921,7,NAM,4951,org,Marines,r-2080,relm-1445,true,employmentmembership,orgaffiliation,But of course coming from a family of Marines I will exscuse your bias opinion.,2,4948,of
52e569e00b6428b94205d3dd5c457c54,pos,"I have a brother in Iraq right now.At night when I say my prayers I make sure to include the Iraqis because I know what he's capable of. Cool logic, just because you never met any so called ""hard motherf'ers"" in the Army it does not mean they fail to exsist.But of course coming from a family of Marines I will exscuse your bias opinion. Cool logic, just because you never met any so called ""hard motherf'ers"" in the Army it does not mean they fail to exsist.But of course coming from a family of Marines I will exscuse your bias opinion.Well, we could discuss the Army's judgement.",specific,PER,ent-27,m-411,19,NOM,4572,employeemember,a family of Marines,"I have a brother in Iraq right now.At night when I say my prayers I make sure to include the Iraqis because I know what he's capable of. Cool logic, just because you never met any so called ""hard motherf'ers"" in the Army it does not mean they fail to exsist.But of course coming from a family of Marines I will exscuse your bias opinion. Cool logic, just because you never met any so called ""hard motherf'ers"" in the Army it does not mean they fail to exsist.But of course coming from a family of Marines I will exscuse your bias opinion.Well, we could discuss the Army's judgement.",specific,ORG,ent-75,0,m-885,7,NAM,4584,org,Marines,r-2080,relm-1866,true,employmentmembership,orgaffiliation,But of course coming from a family of Marines I will exscuse your bias opinion.,2,4581,of
52e569e00b6428b94205d3dd5c457c54,neg,"We could pawn you off on the Navy but they don't need you either.Matter of fact seems everybody can do their own flying AND fighting on the ground but you powderpuffs.Probably be best if we divvy up your assets among the 3 useful services and just send y'all home since you couldn't pass a PFT and the sight of an actual bayonet would make you faint.Or perhaps y'all should be re-absorbed back into the Army where you came from.You know... back when the USAAF was worth a fuck?That's cold, Gunny.My service was not in vain.",specific,ORG,ent-81,m-1023,3,PRO,662,suborg,you,"We could pawn you off on the Navy but they don't need you either.Matter of fact seems everybody can do their own flying AND fighting on the ground but you powderpuffs.Probably be best if we divvy up your assets among the 3 useful services and just send y'all home since you couldn't pass a PFT and the sight of an actual bayonet would make you faint.Or perhaps y'all should be re-absorbed back into the Army where you came from.You know... back when the USAAF was worth a fuck?That's cold, Gunny.My service was not in vain.",specific,ORG,ent-93,0,m-1065,4,NAM,651,parent,Army,r-2083,relm-2004,true,subsidiary,partwhole,Or perhaps y'all should be re-absorbed back into the Army where you came from.,9,666,came from
52e569e00b6428b94205d3dd5c457c54,neg,Ooh-rah!All the men in my family have always been Marines.And all of them are some hard motherf'ers.I've never known an Army guy that even came close.For my tax dollars I think we should expand the Marines and take the funding necessary from the Army.No need for a long term mission if everyone is dead.I have a brother in Iraq right now.,nonspecific,PER,ent-1561,m-1669,11,NOM,4019,employeemember,an Army guy,Ooh-rah!All the men in my family have always been Marines.And all of them are some hard motherf'ers.I've never known an Army guy that even came close.For my tax dollars I think we should expand the Marines and take the funding necessary from the Army.No need for a long term mission if everyone is dead.I have a brother in Iraq right now.,specific,ORG,ent-93,0,m-1185,4,NAM,4022,org,Army,r-2085,relm-2024,true,employmentmembership,orgaffiliation,I've never known an Army guy that even came close.,4,4022,Army
52e569e00b6428b94205d3dd5c457c54,neg,"But when it's time to play the interservice rivalry shit-talking game, and it's aimed MY way, I'm returning fire.All the men in my family have always been Marines.And all of them are some hard motherf'ers.I've never known an Army guy that even came close.For my tax dollars I think we should expand the Marines and take the funding necessary from the Army.No need for a long term mission if everyone is dead.I have a brother in Iraq right now.",nonspecific,PER,ent-1561,m-1663,11,NOM,3460,employeemember,an Army guy,"But when it's time to play the interservice rivalry shit-talking game, and it's aimed MY way, I'm returning fire.All the men in my family have always been Marines.And all of them are some hard motherf'ers.I've never known an Army guy that even came close.For my tax dollars I think we should expand the Marines and take the funding necessary from the Army.No need for a long term mission if everyone is dead.I have a brother in Iraq right now.",specific,ORG,ent-93,0,m-1137,4,NAM,3463,org,Army,r-2085,relm-2034,true,employmentmembership,orgaffiliation,I've never known an Army guy that even came close.,4,3463,Army
52e569e00b6428b94205d3dd5c457c54,neg,"I love you no shit, now buy your own fucking drink.All the men in my family have always been Marines.And all of them are some hard motherf'ers.I've never known an Army guy that even came close.For my tax dollars I think we should expand the Marines and take the funding necessary from the Army.No need for a long term mission if everyone is dead.I have a brother in Iraq right now.",nonspecific,PER,ent-1561,m-1555,11,NOM,2252,employeemember,an Army guy,"I love you no shit, now buy your own fucking drink.All the men in my family have always been Marines.And all of them are some hard motherf'ers.I've never known an Army guy that even came close.For my tax dollars I think we should expand the Marines and take the funding necessary from the Army.No need for a long term mission if everyone is dead.I have a brother in Iraq right now.",specific,ORG,ent-93,0,m-1191,4,NAM,2255,org,Army,r-2085,relm-2044,true,employmentmembership,orgaffiliation,I've never known an Army guy that even came close.,4,2255,Army
52e569e00b6428b94205d3dd5c457c54,pos,"Don't get all sensitive on me now.You know WHO the remark was directed to and why.I grew up in the Air Force.My father is a retired Chief, and my grandfather (his father) a retired Army SgtMaj.I have nothing but respect for the other services.But when it's time to play the interservice rivalry shit-talking game, and it's aimed MY way, I'm returning fire.All the men in my family have always been Marines.",specific,PER,ent-42,m-1573,21,NOM,3061,employeemember,a retired Army SgtMaj,"Don't get all sensitive on me now.You know WHO the remark was directed to and why.I grew up in the Air Force.My father is a retired Chief, and my grandfather (his father) a retired Army SgtMaj.I have nothing but respect for the other services.But when it's time to play the interservice rivalry shit-talking game, and it's aimed MY way, I'm returning fire.All the men in my family have always been Marines.",specific,ORG,ent-93,0,m-1107,4,NAM,3071,org,Army,r-2086,relm-2054,true,employmentmembership,orgaffiliation,"My father is a retired Chief, and my grandfather (his father) a retired Army SgtMaj.",4,3071,Army
52e569e00b6428b94205d3dd5c457c54,pos,"At night when I say my prayers I make sure to include the Iraqis because I know what he's capable of. Cool logic, just because you never met any so called ""hard motherf'ers"" in the Army it does not mean they fail to exsist.But of course coming from a family of Marines I will exscuse your bias opinion. Cool logic, just because you never met any so called ""hard motherf'ers"" in the Army it does not mean they fail to exsist.But of course coming from a family of Marines I will exscuse your bias opinion.Well, we could discuss the Army's judgement.Both of my brothers are Army zeroes.",nonspecific,PER,ent-1702,m-1711,32,NOM,4830,employeemember,"any so called ""hard motherf'ers""","At night when I say my prayers I make sure to include the Iraqis because I know what he's capable of. Cool logic, just because you never met any so called ""hard motherf'ers"" in the Army it does not mean they fail to exsist.But of course coming from a family of Marines I will exscuse your bias opinion. Cool logic, just because you never met any so called ""hard motherf'ers"" in the Army it does not mean they fail to exsist.But of course coming from a family of Marines I will exscuse your bias opinion.Well, we could discuss the Army's judgement.Both of my brothers are Army zeroes.",specific,ORG,ent-93,0,m-1089,4,NAM,4870,org,Army,r-2087,relm-2114,false,employmentmembership,orgaffiliation," Cool logic, just because you never met any so called ""hard motherf'ers"" in the Army it does not mean they fail to exsist.",2,4863,in
52e569e00b6428b94205d3dd5c457c54,pos,"Both of my brothers are Army zeroes.That's almost like being in the real Army, isn't it?...Yeah, like being a sailor is almost like being a Marine!All you swabbies look the same to me!Sorry, couldn't resist.On a side note, for those of you who think there are no hardcore Army folks, you need to quit hanging out with the REMFs!",nonspecific,PER,ent-2549,m-2543,8,NOM,6596,employeemember,a Marine,"Both of my brothers are Army zeroes.That's almost like being in the real Army, isn't it?...Yeah, like being a sailor is almost like being a Marine!All you swabbies look the same to me!Sorry, couldn't resist.On a side note, for those of you who think there are no hardcore Army folks, you need to quit hanging out with the REMFs!",specific,ORG,ent-75,0,m-891,6,NAM,6598,org,Marine,r-2088,relm-2552,true,employmentmembership,orgaffiliation,"Yeah, like being a sailor is almost like being a Marine!",6,6598,Marine
56af144a4d1d2e662531bdfd00d3c725,neg,"Are you kidding?The troops, we pay them like s**t, we f**k them and trick them on deployment, we nickel and dime them on medical care when they get home, not to mention the stupid wars that we send them to.Yeah, we love the troops the way Michael Vick loves dogs.You know how I would feel supported if I was a troop overseas?If the people back home were clamoring to get me out of this pointless errands.That's how I would feel supported.But, you know, don't hold your breath on that one fellas because, you know, when America invades a country, we love you long time.",nonspecific,PER,ent-1071,m-1065,16,NOM,1120,entity,a troop overseas,"Are you kidding?The troops, we pay them like s**t, we f**k them and trick them on deployment, we nickel and dime them on medical care when they get home, not to mention the stupid wars that we send them to.Yeah, we love the troops the way Michael Vick loves dogs.You know how I would feel supported if I was a troop overseas?If the people back home were clamoring to get me out of this pointless errands.That's how I would feel supported.But, you know, don't hold your breath on that one fellas because, you know, when America invades a country, we love you long time.",nonspecific,GPE,ent-2073,0,m-2055,8,NOM,1128,loc,overseas,r-2122,relm-2076,false,locatednear,physical,None,None,None,None
56af144a4d1d2e662531bdfd00d3c725,neg,"Are you kidding?The troops, we pay them like s**t, we f**k them and trick them on deployment, we nickel and dime them on medical care when they get home, not to mention the stupid wars that we send them to.Yeah, we love the troops the way Michael Vick loves dogs.You know how I would feel supported if I was a troop overseas?If the people back home were clamoring to get me out of this pointless errands.That's how I would feel supported.But, you know, don't hold your breath on that one fellas because, you know, when America invades a country, we love you long time.",nonspecific,PER,ent-1071,m-1386,16,NOM,2885,entity,a troop overseas,"Are you kidding?The troops, we pay them like s**t, we f**k them and trick them on deployment, we nickel and dime them on medical care when they get home, not to mention the stupid wars that we send them to.Yeah, we love the troops the way Michael Vick loves dogs.You know how I would feel supported if I was a troop overseas?If the people back home were clamoring to get me out of this pointless errands.That's how I would feel supported.But, you know, don't hold your breath on that one fellas because, you know, when America invades a country, we love you long time.",nonspecific,GPE,ent-2073,0,m-2061,8,NOM,2893,loc,overseas,r-2123,relm-2086,true,locatednear,physical,None,None,None,None
56af144a4d1d2e662531bdfd00d3c725,neg,"And the fact we not only went to Iraq but had troops lose their lives is a tragedy in itself.He's not ranting against the troops.He's ranting against people like you likely.Oh, and never mind the fact it took years to get our troops serving overseas to get proper body armor.And to this day, some of them still do not have proper equipment.Can you ever imagine being a parent who has to go to a pawn shop to get body armor for your son because the government is too cheap to provide it because they feel it is not cost effective for your son to be worth a couple extra hundred dollars?I'd say you put your foot in your mouth, but you just can't seem to get your head out of your ass long enough at one time to do so.",specific,PER,ent-24,m-474,27,NOM,4213,entity,our troops serving overseas,"And the fact we not only went to Iraq but had troops lose their lives is a tragedy in itself.He's not ranting against the troops.He's ranting against people like you likely.Oh, and never mind the fact it took years to get our troops serving overseas to get proper body armor.And to this day, some of them still do not have proper equipment.Can you ever imagine being a parent who has to go to a pawn shop to get body armor for your son because the government is too cheap to provide it because they feel it is not cost effective for your son to be worth a couple extra hundred dollars?I'd say you put your foot in your mouth, but you just can't seem to get your head out of your ass long enough at one time to do so.",nonspecific,GPE,ent-2073,0,m-2067,8,NOM,4232,loc,overseas,r-2124,relm-2096,true,locatednear,physical,"Oh, and never mind the fact it took years to get our troops serving overseas to get proper body armor.",7,4224,serving
57b2773ab54bbc5c119a46fd9be2c4f0,neg,"Normal people found the whole thing beyond disgusting.Presidential philandering is not new.And where he sticks his wand can be a matter of national importance.John and Robert Kennedy both shared the same girlfriend with Sam Giacanna.This, had we be wiling to talk about it seriously at the time, would have been legitimate cause for concern.The face that James Buchanan was effectively the wife of Alabama Senator King also should have got a bit more scrutiny in the run up to the Civll war.But over the years we have sort of thrown a blanket over Presidential private lives.",specific,PER,ent-39,m-450,19,NOM,996,per,the same girlfriend,"Normal people found the whole thing beyond disgusting.Presidential philandering is not new.And where he sticks his wand can be a matter of national importance.John and Robert Kennedy both shared the same girlfriend with Sam Giacanna.This, had we be wiling to talk about it seriously at the time, would have been legitimate cause for concern.The face that James Buchanan was effectively the wife of Alabama Senator King also should have got a bit more scrutiny in the run up to the Civll war.But over the years we have sort of thrown a blanket over Presidential private lives.",specific,PER,ent-42,0,m-456,12,NAM,1021,per,Sam Giacanna,r-2148,relm-766,true,unspecified,personalsocial,John and Robert Kennedy both shared the same girlfriend with Sam Giacanna.,10,1005,girlfriend
57b2773ab54bbc5c119a46fd9be2c4f0,neg,"Normal people found the whole thing beyond disgusting.Presidential philandering is not new.And where he sticks his wand can be a matter of national importance.John and Robert Kennedy both shared the same girlfriend with Sam Giacanna.This, had we be wiling to talk about it seriously at the time, would have been legitimate cause for concern.The face that James Buchanan was effectively the wife of Alabama Senator King also should have got a bit more scrutiny in the run up to the Civll war.But over the years we have sort of thrown a blanket over Presidential private lives.",specific,PER,ent-117,m-642,14,NAM,969,per,Robert Kennedy,"Normal people found the whole thing beyond disgusting.Presidential philandering is not new.And where he sticks his wand can be a matter of national importance.John and Robert Kennedy both shared the same girlfriend with Sam Giacanna.This, had we be wiling to talk about it seriously at the time, would have been legitimate cause for concern.The face that James Buchanan was effectively the wife of Alabama Senator King also should have got a bit more scrutiny in the run up to the Civll war.But over the years we have sort of thrown a blanket over Presidential private lives.",specific,PER,ent-39,0,m-450,19,NOM,996,per,the same girlfriend,r-2149,relm-776,true,unspecified,personalsocial,John and Robert Kennedy both shared the same girlfriend with Sam Giacanna.,10,1005,girlfriend
57b2773ab54bbc5c119a46fd9be2c4f0,neg,"And where he sticks his wand can be a matter of national importance.John and Robert Kennedy both shared the same girlfriend with Sam Giacanna.This, had we be wiling to talk about it seriously at the time, would have been legitimate cause for concern.The face that James Buchanan was effectively the wife of Alabama Senator King also should have got a bit more scrutiny in the run up to the Civll war.But over the years we have sort of thrown a blanket over Presidential private lives.For good or ill. President Cleveland's daughter Ruth was an issue in the campaign, but it did his opponents no good because he was busy discussing tariffs and the depredations of the railroads.He never did marry Ruth's mother.",specific,PER,ent-45,m-468,32,NOM,1189,per,the wife of Alabama Senator King,"And where he sticks his wand can be a matter of national importance.John and Robert Kennedy both shared the same girlfriend with Sam Giacanna.This, had we be wiling to talk about it seriously at the time, would have been legitimate cause for concern.The face that James Buchanan was effectively the wife of Alabama Senator King also should have got a bit more scrutiny in the run up to the Civll war.But over the years we have sort of thrown a blanket over Presidential private lives.For good or ill. President Cleveland's daughter Ruth was an issue in the campaign, but it did his opponents no good because he was busy discussing tariffs and the depredations of the railroads.He never did marry Ruth's mother.",specific,PER,ent-48,0,m-474,4,NAM,1217,per,King,r-2150,relm-786,true,unspecified,personalsocial,The face that James Buchanan was effectively the wife of Alabama Senator King also should have got a bit more scrutiny in the run up to the Civll war.,4,1193,wife
57b2773ab54bbc5c119a46fd9be2c4f0,neg,"Normal people found the whole thing beyond disgusting.Presidential philandering is not new.And where he sticks his wand can be a matter of national importance.John and Robert Kennedy both shared the same girlfriend with Sam Giacanna.This, had we be wiling to talk about it seriously at the time, would have been legitimate cause for concern.The face that James Buchanan was effectively the wife of Alabama Senator King also should have got a bit more scrutiny in the run up to the Civll war.But over the years we have sort of thrown a blanket over Presidential private lives.",specific,PER,ent-120,m-648,4,NAM,960,per,John,"Normal people found the whole thing beyond disgusting.Presidential philandering is not new.And where he sticks his wand can be a matter of national importance.John and Robert Kennedy both shared the same girlfriend with Sam Giacanna.This, had we be wiling to talk about it seriously at the time, would have been legitimate cause for concern.The face that James Buchanan was effectively the wife of Alabama Senator King also should have got a bit more scrutiny in the run up to the Civll war.But over the years we have sort of thrown a blanket over Presidential private lives.",specific,PER,ent-39,0,m-450,19,NOM,996,per,the same girlfriend,r-2157,relm-856,true,unspecified,personalsocial,John and Robert Kennedy both shared the same girlfriend with Sam Giacanna.,10,1005,girlfriend
57b2773ab54bbc5c119a46fd9be2c4f0,neg,"Normal people found the whole thing beyond disgusting.Presidential philandering is not new.And where he sticks his wand can be a matter of national importance.John and Robert Kennedy both shared the same girlfriend with Sam Giacanna.This, had we be wiling to talk about it seriously at the time, would have been legitimate cause for concern.The face that James Buchanan was effectively the wife of Alabama Senator King also should have got a bit more scrutiny in the run up to the Civll war.But over the years we have sort of thrown a blanket over Presidential private lives.",specific,PER,ent-123,m-654,4,PRO,984,per,both,"Normal people found the whole thing beyond disgusting.Presidential philandering is not new.And where he sticks his wand can be a matter of national importance.John and Robert Kennedy both shared the same girlfriend with Sam Giacanna.This, had we be wiling to talk about it seriously at the time, would have been legitimate cause for concern.The face that James Buchanan was effectively the wife of Alabama Senator King also should have got a bit more scrutiny in the run up to the Civll war.But over the years we have sort of thrown a blanket over Presidential private lives.",specific,PER,ent-39,0,m-450,19,NOM,996,per,the same girlfriend,r-2158,relm-866,true,unspecified,personalsocial,John and Robert Kennedy both shared the same girlfriend with Sam Giacanna.,10,1005,girlfriend
57b2773ab54bbc5c119a46fd9be2c4f0,neg,"(But his actual record vis a vis Israel and the Global Warming hoax show he also has pretty bad ideas as well)So on balance, I have to say that given a choice between Romney and Romney care and Newt and his affection for all his weird baggage with PBS, Global Warming, playing footsie with various flaky arab regimes...I prefer Santorum.But Newt's conjugal craziness is not part of my decision tree.Problem is clinton did something no other president did, he violated the oval office by having sex thaere and then lying about it.You did not mention that why?Problem no.2, people want to hang Newt out to dry but still kiss old mr. monicas behind.Denying that is like a redneck denying the Civil War was about slavery.",specific,PER,ent-27,m-396,2,PRO,3106,entity,he,"(But his actual record vis a vis Israel and the Global Warming hoax show he also has pretty bad ideas as well)So on balance, I have to say that given a choice between Romney and Romney care and Newt and his affection for all his weird baggage with PBS, Global Warming, playing footsie with various flaky arab regimes...I prefer Santorum.But Newt's conjugal craziness is not part of my decision tree.Problem is clinton did something no other president did, he violated the oval office by having sex thaere and then lying about it.You did not mention that why?Problem no.2, people want to hang Newt out to dry but still kiss old mr. monicas behind.Denying that is like a redneck denying the Civil War was about slavery.",specific,FAC,ent-156,0,m-738,11,NAM,3122,loc,oval office,r-2162,relm-1123,true,locatednear,physical,"Problem is clinton did something no other president did, he violated the oval office by having sex thaere and then lying about it.",6,3148,thaere
59f8514f6db132207ba9e5828f73d706,neg,"A bit of a feeble response, I have to say.Yes, you're right, of course.Steve WFor me, the sickest things of all (regarding GB's son) isn't the hacking, it's (a) that The Sun thought this was a story in the public interest, and that (b) we live in a country where people buy a newspaper that saw fit to print the story.Steve WAre you insufficiently repulsed by the Sun's mysteriously-obtained exclusive on Brown's son's cystic fibrosis?Don't worry - like everything about the hacking scandal, there are always more details to emerge to compound the horror.",nonspecific,PER,ent-1388,m-1532,2,PRO,4377,per,we,"A bit of a feeble response, I have to say.Yes, you're right, of course.Steve WFor me, the sickest things of all (regarding GB's son) isn't the hacking, it's (a) that The Sun thought this was a story in the public interest, and that (b) we live in a country where people buy a newspaper that saw fit to print the story.Steve WAre you insufficiently repulsed by the Sun's mysteriously-obtained exclusive on Brown's son's cystic fibrosis?Don't worry - like everything about the hacking scandal, there are always more details to emerge to compound the horror.",specific,GPE,ent-117,0,m-1191,70,NOM,4388,loc,a country where people buy a newspaper that saw fit to print the story,r-2191,relm-1722,true,resident,physical,"For me, the sickest things of all (regarding GB's son) isn't the hacking, it's (a) that The Sun thought this was a story in the public interest, and that (b) we live in a country where people buy a newspaper that saw fit to print the story.",4,4380,live
59f8514f6db132207ba9e5828f73d706,neg,"Worse than Rosemary West and Maxine Carr you reckonYour posts don't get any better mate, seriously.It may have been an overstatement, by the OP, but she's probably not lept several places upwards on most people's christmas card lists in the last week.Steve WFor me, the sickest things of all (regarding GB's son) isn't the hacking, it's (a) that The Sun thought this was a story in the public interest, and that (b) we live in a country where people buy a newspaper that saw fit to print the story.Steve WWe haven't got to the bottom of this yet.Seriously Steve, when it comes to tabloids as a whole.",nonspecific,PER,ent-1388,m-1589,2,PRO,6728,per,we,"Worse than Rosemary West and Maxine Carr you reckonYour posts don't get any better mate, seriously.It may have been an overstatement, by the OP, but she's probably not lept several places upwards on most people's christmas card lists in the last week.Steve WFor me, the sickest things of all (regarding GB's son) isn't the hacking, it's (a) that The Sun thought this was a story in the public interest, and that (b) we live in a country where people buy a newspaper that saw fit to print the story.Steve WWe haven't got to the bottom of this yet.Seriously Steve, when it comes to tabloids as a whole.",specific,GPE,ent-117,0,m-1185,70,NOM,6739,loc,a country where people buy a newspaper that saw fit to print the story,r-2191,relm-1817,true,resident,physical,"For me, the sickest things of all (regarding GB's son) isn't the hacking, it's (a) that The Sun thought this was a story in the public interest, and that (b) we live in a country where people buy a newspaper that saw fit to print the story.",4,6731,live
