em_arg_context,em_arg_entity_specificity,em_arg_entity_type,em_arg_id,em_arg_is_filler,em_arg_mention_id,em_arg_mention_length,em_arg_mention_noun_type,em_arg_mention_offset,em_arg_role,em_arg_text,event_mention_id,file,hopper_id
"visa.Fianc!visa means you have to marry in 60 or 90 days a tourist visa gives you 6 - 12 months in the UK This scam used to be the the Thai lady British passport scam.The bit where this is hard to believe is where you say he ""checked with someone Eastern european he was aquainted with"".Er..did he not run this by anyone else..cos wouldnt 99% have said nooooo..Is anyone else always suspicious of posts which involve much foolishness supposedly happening to 'a friend'.Don't get me wrong - I do feel sorry for the person it happened to - if only for the obvious loneliness which drove a man to the point where all reason flies out of the window but wasn't it a wise woman (or man) who said that God gave Man a brain and a p***s but not enough blood to run both of them at the same time!!!!Sorry couldn't resist that - I'll understand if it gets moderated.",specific,PER,ent-51,0,m-1092,2,PRO,4768,entity,he,em-2308,b6b443777e5ca92aa5152f5593960fd9,h-2336
"visa.Fianc!visa means you have to marry in 60 or 90 days a tourist visa gives you 6 - 12 months in the UK This scam used to be the the Thai lady British passport scam.The bit where this is hard to believe is where you say he ""checked with someone Eastern european he was aquainted with"".Er..did he not run this by anyone else..cos wouldnt 99% have said nooooo..Is anyone else always suspicious of posts which involve much foolishness supposedly happening to 'a friend'.Don't get me wrong - I do feel sorry for the person it happened to - if only for the obvious loneliness which drove a man to the point where all reason flies out of the window but wasn't it a wise woman (or man) who said that God gave Man a brain and a p***s but not enough blood to run both of them at the same time!!!!Sorry couldn't resist that - I'll understand if it gets moderated.",nonspecific,PER,ent-1122,0,m-1098,11,NOM,4787,entity,anyone else,em-2308,b6b443777e5ca92aa5152f5593960fd9,h-2336
" Marc Emery is facing extradition on three drug charges for selling marijuana seeds by mail order to customers in the U.S. (CBC)Marijuana activist Marc Emery says he plans to drop his fight against extradition to the U.S. and plead guilty to one charge of drug distribution in a Seattle courtroom next month.Emery's extradition hearing in Vancouver was adjourned on Wednesday so his lawyer could negotiate a deal with the U.S. district attorney in which Emery could spend up to eight years in jail for one charge, while two other more serious charges are dropped, he said.""I will be making a guilty plea to one count of marijuana distribution this summer, and then when I'm sentenced the U.S. district attorney is going to be asking for five to eight years in a federal U.S. penitentiary,"" he told CBC News on Wednesday.After the guilty plea, Emery expects he will be sentenced in August or September and is hoping he will eventually be transferred to a Canadian jail.Joint U.S.-Canada bustThis is not the first time the marijuana activist has said his lawyers are cutting a deal with U.S. prosecutors.In July 2008, Emery said he had made a deal in which he would serve a minimum of five years in jail, but he later blamed Canadian authorities when the deal fell through.The marijuana activist is facing drug charges for selling pot seeds to U.S. customers, after his Vancouver-based mail order business was busted in a joint operation involving both U.S. and Canadian law enforcement agencies in 2005.",specific,PER,ent-62,0,m-287,2,PRO,1750,person,he,em-2279,c1f185252a2837aa464e36f263d1ebe9,h-2088
" Marc Emery is facing extradition on three drug charges for selling marijuana seeds by mail order to customers in the U.S. (CBC)Marijuana activist Marc Emery says he plans to drop his fight against extradition to the U.S. and plead guilty to one charge of drug distribution in a Seattle courtroom next month.Emery's extradition hearing in Vancouver was adjourned on Wednesday so his lawyer could negotiate a deal with the U.S. district attorney in which Emery could spend up to eight years in jail for one charge, while two other more serious charges are dropped, he said.""I will be making a guilty plea to one count of marijuana distribution this summer, and then when I'm sentenced the U.S. district attorney is going to be asking for five to eight years in a federal U.S. penitentiary,"" he told CBC News on Wednesday.After the guilty plea, Emery expects he will be sentenced in August or September and is hoping he will eventually be transferred to a Canadian jail.Joint U.S.-Canada bustThis is not the first time the marijuana activist has said his lawyers are cutting a deal with U.S. prosecutors.In July 2008, Emery said he had made a deal in which he would serve a minimum of five years in jail, but he later blamed Canadian authorities when the deal fell through.The marijuana activist is facing drug charges for selling pot seeds to U.S. customers, after his Vancouver-based mail order business was busted in a joint operation involving both U.S. and Canadian law enforcement agencies in 2005.",nonspecific,FAC,ent-299,0,m-293,15,NOM,1787,destination,a Canadian jail,em-2279,c1f185252a2837aa464e36f263d1ebe9,h-2088
"Recommend86CBC News Marc Emery is facing extradition on three drug charges for selling marijuana seeds by mail order to customers in the U.S. (CBC)Marijuana activist Marc Emery says he plans to drop his fight against extradition to the U.S. and plead guilty to one charge of drug distribution in a Seattle courtroom next month.Emery's extradition hearing in Vancouver was adjourned on Wednesday so his lawyer could negotiate a deal with the U.S. district attorney in which Emery could spend up to eight years in jail for one charge, while two other more serious charges are dropped, he said.""I will be making a guilty plea to one count of marijuana distribution this summer, and then when I'm sentenced the U.S. district attorney is going to be asking for five to eight years in a federal U.S. penitentiary,"" he told CBC News on Wednesday.After the guilty plea, Emery expects he will be sentenced in August or September and is hoping he will eventually be transferred to a Canadian jail.Joint U.S.-Canada bustThis is not the first time the marijuana activist has said his lawyers are cutting a deal with U.S. prosecutors.",specific,PER,ent-62,0,m-206,5,NAM,1285,defendant,Emery,em-2092,c1f185252a2837aa464e36f263d1ebe9,h-2090
"Recommend86CBC News Marc Emery is facing extradition on three drug charges for selling marijuana seeds by mail order to customers in the U.S. (CBC)Marijuana activist Marc Emery says he plans to drop his fight against extradition to the U.S. and plead guilty to one charge of drug distribution in a Seattle courtroom next month.Emery's extradition hearing in Vancouver was adjourned on Wednesday so his lawyer could negotiate a deal with the U.S. district attorney in which Emery could spend up to eight years in jail for one charge, while two other more serious charges are dropped, he said.""I will be making a guilty plea to one count of marijuana distribution this summer, and then when I'm sentenced the U.S. district attorney is going to be asking for five to eight years in a federal U.S. penitentiary,"" he told CBC News on Wednesday.After the guilty plea, Emery expects he will be sentenced in August or September and is hoping he will eventually be transferred to a Canadian jail.Joint U.S.-Canada bustThis is not the first time the marijuana activist has said his lawyers are cutting a deal with U.S. prosecutors.",specific,PER,ent-197,0,m-191,26,NOM,1249,prosecutor,the U.S. district attorney,em-2092,c1f185252a2837aa464e36f263d1ebe9,h-2090
"Joint U.S.-Canada bustThis is not the first time the marijuana activist has said his lawyers are cutting a deal with U.S. prosecutors.In July 2008, Emery said he had made a deal in which he would serve a minimum of five years in jail, but he later blamed Canadian authorities when the deal fell through.The marijuana activist is facing drug charges for selling pot seeds to U.S. customers, after his Vancouver-based mail order business was busted in a joint operation involving both U.S. and Canadian law enforcement agencies in 2005.He's been fighting extradition ever since, but on Wednesday he said he now realizes it's a fight he's not going to win.""Ultimately my lawyer is convinced that the Canadian government has never refused an extradition request from the United States and it's not going to start now,"" he said.""Sometimes you have to face up to the reality of what's going to happen, and under this scenario I may be free out of prison in two or three or four years,"" he said.Without the deal, Emery said, he would be facing much more time in jail.",specific,PER,ent-62,0,m-467,2,PRO,2345,person,He,em-2446,c1f185252a2837aa464e36f263d1ebe9,h-2490
"Comments327Recommend86CBC News Marc Emery is facing extradition on three drug charges for selling marijuana seeds by mail order to customers in the U.S. (CBC)Marijuana activist Marc Emery says he plans to drop his fight against extradition to the U.S. and plead guilty to one charge of drug distribution in a Seattle courtroom next month.Emery's extradition hearing in Vancouver was adjourned on Wednesday so his lawyer could negotiate a deal with the U.S. district attorney in which Emery could spend up to eight years in jail for one charge, while two other more serious charges are dropped, he said.""I will be making a guilty plea to one count of marijuana distribution this summer, and then when I'm sentenced the U.S. district attorney is going to be asking for five to eight years in a federal U.S. penitentiary,"" he told CBC News on Wednesday.After the guilty plea, Emery expects he will be sentenced in August or September and is hoping he will eventually be transferred to a Canadian jail.",specific,PER,ent-62,0,m-89,10,NAM,828,person,Marc Emery,em-2492,c1f185252a2837aa464e36f263d1ebe9,h-2490
"The marijuana activist is facing drug charges for selling pot seeds to U.S. customers, after his Vancouver-based mail order business was busted in a joint operation involving both U.S. and Canadian law enforcement agencies in 2005.He's been fighting extradition ever since, but on Wednesday he said he now realizes it's a fight he's not going to win.""Ultimately my lawyer is convinced that the Canadian government has never refused an extradition request from the United States and it's not going to start now,"" he said.""Sometimes you have to face up to the reality of what's going to happen, and under this scenario I may be free out of prison in two or three or four years,"" he said.Without the deal, Emery said, he would be facing much more time in jail.""This is a preferential arrangement to the not-so-good-arrangement that would see me spend 10, 20, 30 years in a U.S. federal penitentiary, foreseeably the rest of my life, and that doesn't give a person a lot of hope,"" he said.Prepared to do time""The DA wants to paint me as a large player providing a lot of marijuana to people, and we'll bring up that it was only seeds and it was totally transparent.",specific,PER,ent-62,0,m-545,1,PRO,2735,person,I,em-2650,c1f185252a2837aa464e36f263d1ebe9,h-2678
"The marijuana activist is facing drug charges for selling pot seeds to U.S. customers, after his Vancouver-based mail order business was busted in a joint operation involving both U.S. and Canadian law enforcement agencies in 2005.He's been fighting extradition ever since, but on Wednesday he said he now realizes it's a fight he's not going to win.""Ultimately my lawyer is convinced that the Canadian government has never refused an extradition request from the United States and it's not going to start now,"" he said.""Sometimes you have to face up to the reality of what's going to happen, and under this scenario I may be free out of prison in two or three or four years,"" he said.Without the deal, Emery said, he would be facing much more time in jail.""This is a preferential arrangement to the not-so-good-arrangement that would see me spend 10, 20, 30 years in a U.S. federal penitentiary, foreseeably the rest of my life, and that doesn't give a person a lot of hope,"" he said.Prepared to do time""The DA wants to paint me as a large player providing a lot of marijuana to people, and we'll bring up that it was only seeds and it was totally transparent.",None ,time,f-2675,1,None,29,None,2763,time,in two or three or four years,em-2650,c1f185252a2837aa464e36f263d1ebe9,h-2678
"Without the deal, Emery said, he would be facing much more time in jail.""This is a preferential arrangement to the not-so-good-arrangement that would see me spend 10, 20, 30 years in a U.S. federal penitentiary, foreseeably the rest of my life, and that doesn't give a person a lot of hope,"" he said.Prepared to do time""The DA wants to paint me as a large player providing a lot of marijuana to people, and we'll bring up that it was only seeds and it was totally transparent.It was done in Canada out in the open for 10 or 12 years,"" he told CBC News during an interview at the busy downtown Vancouver hemp store he still operates.""I didn't keep any of the money  $4 million.I gave it all away to activist groups around the world, so my motives are unusual, so that does mitigate in sentencing,"" said Emery, who frequently ran in provincial and federal elections as the leader of the Marijuana Party.But the man who once spent more than two months in a Canadian prison for passing a joint to an undercover officer is now preparing for a much longer stay in a U.S. prison.",specific,GPE,ent-308,0,m-656,6,NAM,3301,place,Canada,em-2771,c1f185252a2837aa464e36f263d1ebe9,h-2792
"Prepared to do time""The DA wants to paint me as a large player providing a lot of marijuana to people, and we'll bring up that it was only seeds and it was totally transparent.It was done in Canada out in the open for 10 or 12 years,"" he told CBC News during an interview at the busy downtown Vancouver hemp store he still operates.""I didn't keep any of the money  $4 million.I gave it all away to activist groups around the world, so my motives are unusual, so that does mitigate in sentencing,"" said Emery, who frequently ran in provincial and federal elections as the leader of the Marijuana Party.But the man who once spent more than two months in a Canadian prison for passing a joint to an undercover officer is now preparing for a much longer stay in a U.S. prison.""You've got to keep busy in jail.You've got to be reading, in my case writing.",specific,PER,ent-62,0,m-704,1,PRO,3490,giver,I,em-2829,c1f185252a2837aa464e36f263d1ebe9,h-2857
"Prepared to do time""The DA wants to paint me as a large player providing a lot of marijuana to people, and we'll bring up that it was only seeds and it was totally transparent.It was done in Canada out in the open for 10 or 12 years,"" he told CBC News during an interview at the busy downtown Vancouver hemp store he still operates.""I didn't keep any of the money  $4 million.I gave it all away to activist groups around the world, so my motives are unusual, so that does mitigate in sentencing,"" said Emery, who frequently ran in provincial and federal elections as the leader of the Marijuana Party.But the man who once spent more than two months in a Canadian prison for passing a joint to an undercover officer is now preparing for a much longer stay in a U.S. prison.""You've got to keep busy in jail.You've got to be reading, in my case writing.",nonspecific,ORG,ent-716,0,m-710,32,NOM,3512,recipient,activist groups around the world,em-2829,c1f185252a2837aa464e36f263d1ebe9,h-2857
"Then on Market Street to circle around Peabody headquarters along Market, Eighth, Chestnut and Seventh Streets.Marchers will then proceed to Kiener Plaza for a rally.The Patriot Coal chapter of this fight is behind us, now its time for Peabody Energy and Arch Coal to meet their responsibilities, said UMWA President Roberts.Last month, UWMA members approved a settlement with Patriot Coal, a company created by Peabody in 2007, which among other provisions established a mechanism for payment of health care benefits for retired miners.However, long-term funding for those benefits has not been secured.The union also won a court ruling in August establishing Peabodys continued obligations to 3,100 miners and dependents, whose benefits remained with Peabody at the time of the Patriot spinoff.Arch Coal, another profitable company, dumped its retiree obligations into a company called Magnum Coal in 2005.",specific,ORG,ent-602,0,m-665,12,NAM,1991,giver,Patriot Coal,em-2415,c397ecd66789b905c6b1c5ef21af03ec,h-1715
"Then on Market Street to circle around Peabody headquarters along Market, Eighth, Chestnut and Seventh Streets.Marchers will then proceed to Kiener Plaza for a rally.The Patriot Coal chapter of this fight is behind us, now its time for Peabody Energy and Arch Coal to meet their responsibilities, said UMWA President Roberts.Last month, UWMA members approved a settlement with Patriot Coal, a company created by Peabody in 2007, which among other provisions established a mechanism for payment of health care benefits for retired miners.However, long-term funding for those benefits has not been secured.The union also won a court ruling in August establishing Peabodys continued obligations to 3,100 miners and dependents, whose benefits remained with Peabody at the time of the Patriot spinoff.Arch Coal, another profitable company, dumped its retiree obligations into a company called Magnum Coal in 2005.",None ,time,f-2454,1,None,10,None,1939,time,Last month,em-2415,c397ecd66789b905c6b1c5ef21af03ec,h-1715
"Then on Market Street to circle around Peabody headquarters along Market, Eighth, Chestnut and Seventh Streets.Marchers will then proceed to Kiener Plaza for a rally.The Patriot Coal chapter of this fight is behind us, now its time for Peabody Energy and Arch Coal to meet their responsibilities, said UMWA President Roberts.Last month, UWMA members approved a settlement with Patriot Coal, a company created by Peabody in 2007, which among other provisions established a mechanism for payment of health care benefits for retired miners.However, long-term funding for those benefits has not been secured.The union also won a court ruling in August establishing Peabodys continued obligations to 3,100 miners and dependents, whose benefits remained with Peabody at the time of the Patriot spinoff.Arch Coal, another profitable company, dumped its retiree obligations into a company called Magnum Coal in 2005.",specific,ORG,ent-602,0,m-674,36,NOM,2005,org,a company created by Peabody in 2007,em-2378,c397ecd66789b905c6b1c5ef21af03ec,h-2413
"Then on Market Street to circle around Peabody headquarters along Market, Eighth, Chestnut and Seventh Streets.Marchers will then proceed to Kiener Plaza for a rally.The Patriot Coal chapter of this fight is behind us, now its time for Peabody Energy and Arch Coal to meet their responsibilities, said UMWA President Roberts.Last month, UWMA members approved a settlement with Patriot Coal, a company created by Peabody in 2007, which among other provisions established a mechanism for payment of health care benefits for retired miners.However, long-term funding for those benefits has not been secured.The union also won a court ruling in August establishing Peabodys continued obligations to 3,100 miners and dependents, whose benefits remained with Peabody at the time of the Patriot spinoff.Arch Coal, another profitable company, dumped its retiree obligations into a company called Magnum Coal in 2005.",None ,time,f-2403,1,None,4,None,2037,time,2007,em-2378,c397ecd66789b905c6b1c5ef21af03ec,h-2413
"Then on Market Street to circle around Peabody headquarters along Market, Eighth, Chestnut and Seventh Streets.Marchers will then proceed to Kiener Plaza for a rally.The Patriot Coal chapter of this fight is behind us, now its time for Peabody Energy and Arch Coal to meet their responsibilities, said UMWA President Roberts.Last month, UWMA members approved a settlement with Patriot Coal, a company created by Peabody in 2007, which among other provisions established a mechanism for payment of health care benefits for retired miners.However, long-term funding for those benefits has not been secured.The union also won a court ruling in August establishing Peabodys continued obligations to 3,100 miners and dependents, whose benefits remained with Peabody at the time of the Patriot spinoff.Arch Coal, another profitable company, dumped its retiree obligations into a company called Magnum Coal in 2005.",specific,ORG,ent-107,0,m-680,7,NAM,2026,agent,Peabody,em-2378,c397ecd66789b905c6b1c5ef21af03ec,h-2413
"The Patriot Coal chapter of this fight is behind us, now its time for Peabody Energy and Arch Coal to meet their responsibilities, said UMWA President Roberts.Last month, UWMA members approved a settlement with Patriot Coal, a company created by Peabody in 2007, which among other provisions established a mechanism for payment of health care benefits for retired miners.However, long-term funding for those benefits has not been secured.The union also won a court ruling in August establishing Peabodys continued obligations to 3,100 miners and dependents, whose benefits remained with Peabody at the time of the Patriot spinoff.Arch Coal, another profitable company, dumped its retiree obligations into a company called Magnum Coal in 2005.Magnum was subsequently acquired by Patriot, which entered bankruptcy reorganization last year.This fight is anything but over, said Roberts.",specific,ORG,ent-107,0,m-740,7,NAM,2371,agent,Peabody,em-2487,c397ecd66789b905c6b1c5ef21af03ec,h-2413
"The Patriot Coal chapter of this fight is behind us, now its time for Peabody Energy and Arch Coal to meet their responsibilities, said UMWA President Roberts.Last month, UWMA members approved a settlement with Patriot Coal, a company created by Peabody in 2007, which among other provisions established a mechanism for payment of health care benefits for retired miners.However, long-term funding for those benefits has not been secured.The union also won a court ruling in August establishing Peabodys continued obligations to 3,100 miners and dependents, whose benefits remained with Peabody at the time of the Patriot spinoff.Arch Coal, another profitable company, dumped its retiree obligations into a company called Magnum Coal in 2005.Magnum was subsequently acquired by Patriot, which entered bankruptcy reorganization last year.This fight is anything but over, said Roberts.",specific,ORG,ent-602,0,m-746,7,NAM,2398,org,Patriot,em-2487,c397ecd66789b905c6b1c5ef21af03ec,h-2413
"However, long-term funding for those benefits has not been secured.The union also won a court ruling in August establishing Peabodys continued obligations to 3,100 miners and dependents, whose benefits remained with Peabody at the time of the Patriot spinoff.Arch Coal, another profitable company, dumped its retiree obligations into a company called Magnum Coal in 2005.Magnum was subsequently acquired by Patriot, which entered bankruptcy reorganization last year.This fight is anything but over, said Roberts.Executives of these companies have to understand that miners and their families know the real story of what happened here  and because of our efforts, so do millions of working people across the country.Men and women worked underground for decades to earn these benefits.",specific,ORG,ent-602,0,m-791,7,NAM,2565,recipient,Patriot,em-2515,c397ecd66789b905c6b1c5ef21af03ec,h-2457
"However, long-term funding for those benefits has not been secured.The union also won a court ruling in August establishing Peabodys continued obligations to 3,100 miners and dependents, whose benefits remained with Peabody at the time of the Patriot spinoff.Arch Coal, another profitable company, dumped its retiree obligations into a company called Magnum Coal in 2005.Magnum was subsequently acquired by Patriot, which entered bankruptcy reorganization last year.This fight is anything but over, said Roberts.Executives of these companies have to understand that miners and their families know the real story of what happened here  and because of our efforts, so do millions of working people across the country.Men and women worked underground for decades to earn these benefits.",specific,ORG,ent-731,0,m-785,6,NAM,2529,thing,Magnum,em-2515,c397ecd66789b905c6b1c5ef21af03ec,h-2457
"However, long-term funding for those benefits has not been secured.The union also won a court ruling in August establishing Peabodys continued obligations to 3,100 miners and dependents, whose benefits remained with Peabody at the time of the Patriot spinoff.Arch Coal, another profitable company, dumped its retiree obligations into a company called Magnum Coal in 2005.Magnum was subsequently acquired by Patriot, which entered bankruptcy reorganization last year.This fight is anything but over, said Roberts.Executives of these companies have to understand that miners and their families know the real story of what happened here  and because of our efforts, so do millions of working people across the country.Men and women worked underground for decades to earn these benefits.",specific,ORG,ent-602,0,m-797,5,PRO,2574,org,which,em-2545,c397ecd66789b905c6b1c5ef21af03ec,h-2543
"However, long-term funding for those benefits has not been secured.The union also won a court ruling in August establishing Peabodys continued obligations to 3,100 miners and dependents, whose benefits remained with Peabody at the time of the Patriot spinoff.Arch Coal, another profitable company, dumped its retiree obligations into a company called Magnum Coal in 2005.Magnum was subsequently acquired by Patriot, which entered bankruptcy reorganization last year.This fight is anything but over, said Roberts.Executives of these companies have to understand that miners and their families know the real story of what happened here  and because of our efforts, so do millions of working people across the country.Men and women worked underground for decades to earn these benefits.",None ,time,f-2570,1,None,9,None,2614,time,last year,em-2545,c397ecd66789b905c6b1c5ef21af03ec,h-2543
"Kick2.Now let's protect the miners' jobs too.New anti-coal regulations will kill jobs in West Virginia, Kentucky, and nationwide.Our government is supposed to be by and for the people.We need to speak up.",specific,GPE,ent-968,0,m-1079,13,NAM,3694,place,West Virginia,em-2743,c397ecd66789b905c6b1c5ef21af03ec,h-2778
"Kick2.Now let's protect the miners' jobs too.New anti-coal regulations will kill jobs in West Virginia, Kentucky, and nationwide.Our government is supposed to be by and for the people.We need to speak up.",specific,GPE,ent-1091,0,m-1085,8,NAM,3709,place,Kentucky,em-2743,c397ecd66789b905c6b1c5ef21af03ec,h-2778
"Kick2.Now let's protect the miners' jobs too.New anti-coal regulations will kill jobs in West Virginia, Kentucky, and nationwide.Our government is supposed to be by and for the people.We need to speak up.",specific,GPE,ent-860,0,m-1094,10,NOM,3723,place,nationwide,em-2743,c397ecd66789b905c6b1c5ef21af03ec,h-2778
"The Patriot Coal chapter of this fight is behind us, now its time for Peabody Energy and Arch Coal to meet their responsibilities, said UMWA President Roberts.Last month, UWMA members approved a settlement with Patriot Coal, a company created by Peabody in 2007, which among other provisions established a mechanism for payment of health care benefits for retired miners.However, long-term funding for those benefits has not been secured.The union also won a court ruling in August establishing Peabodys continued obligations to 3,100 miners and dependents, whose benefits remained with Peabody at the time of the Patriot spinoff.Arch Coal, another profitable company, dumped its retiree obligations into a company called Magnum Coal in 2005.Magnum was subsequently acquired by Patriot, which entered bankruptcy reorganization last year.This fight is anything but over, said Roberts.",specific,ORG,ent-167,0,m-704,9,NOM,2221,plaintiff,The union,em-3112,c397ecd66789b905c6b1c5ef21af03ec,h-3177
"The Patriot Coal chapter of this fight is behind us, now its time for Peabody Energy and Arch Coal to meet their responsibilities, said UMWA President Roberts.Last month, UWMA members approved a settlement with Patriot Coal, a company created by Peabody in 2007, which among other provisions established a mechanism for payment of health care benefits for retired miners.However, long-term funding for those benefits has not been secured.The union also won a court ruling in August establishing Peabodys continued obligations to 3,100 miners and dependents, whose benefits remained with Peabody at the time of the Patriot spinoff.Arch Coal, another profitable company, dumped its retiree obligations into a company called Magnum Coal in 2005.Magnum was subsequently acquired by Patriot, which entered bankruptcy reorganization last year.This fight is anything but over, said Roberts.",specific,ORG,ent-107,0,m-719,9,NAM,2278,defendant,Peabodys,em-3112,c397ecd66789b905c6b1c5ef21af03ec,h-3177
"The Patriot Coal chapter of this fight is behind us, now its time for Peabody Energy and Arch Coal to meet their responsibilities, said UMWA President Roberts.Last month, UWMA members approved a settlement with Patriot Coal, a company created by Peabody in 2007, which among other provisions established a mechanism for payment of health care benefits for retired miners.However, long-term funding for those benefits has not been secured.The union also won a court ruling in August establishing Peabodys continued obligations to 3,100 miners and dependents, whose benefits remained with Peabody at the time of the Patriot spinoff.Arch Coal, another profitable company, dumped its retiree obligations into a company called Magnum Coal in 2005.Magnum was subsequently acquired by Patriot, which entered bankruptcy reorganization last year.This fight is anything but over, said Roberts.",None ,time,f-3144,1,None,6,None,2258,time,August,em-3112,c397ecd66789b905c6b1c5ef21af03ec,h-3177
"The Patriot Coal chapter of this fight is behind us, now its time for Peabody Energy and Arch Coal to meet their responsibilities, said UMWA President Roberts.Last month, UWMA members approved a settlement with Patriot Coal, a company created by Peabody in 2007, which among other provisions established a mechanism for payment of health care benefits for retired miners.However, long-term funding for those benefits has not been secured.The union also won a court ruling in August establishing Peabodys continued obligations to 3,100 miners and dependents, whose benefits remained with Peabody at the time of the Patriot spinoff.Arch Coal, another profitable company, dumped its retiree obligations into a company called Magnum Coal in 2005.Magnum was subsequently acquired by Patriot, which entered bankruptcy reorganization last year.This fight is anything but over, said Roberts.",specific,ORG,ent-671,0,m-710,5,NOM,2242,adjudicator,court,em-3112,c397ecd66789b905c6b1c5ef21af03ec,h-3177
"Colson authored the 1971 memo listing Nixon's major political opponents, later known as Nixon's Enemies List.A quip that ""Colson would walk over his own grandmother if necessary"" mutated into claims in news stories that Colson had boasted that he would run over his own grandmother to re-elect Nixon.In a February 13, 1973 conversation, Colson told Nixon that he had always had a little prejudice. Plotz reports that Colson sought to hire Teamsters thugs to beat up anti-war demonstrators.Colson also proposed firebombing the Brookings Institution and stealing politically damaging documents while firefighters put the fire out.Colson's voice, from archives from April 1969, was heard in the 2004 movie Going Upriver deprecating the anti-war efforts of John Kerry.",specific,PER,ent-62,0,m-131,5,NAM,361,person,Nixon,em-931,cb156ad2a5458fabc9e093b6b5e0f97f,h-929
"Colson authored the 1971 memo listing Nixon's major political opponents, later known as Nixon's Enemies List.A quip that ""Colson would walk over his own grandmother if necessary"" mutated into claims in news stories that Colson had boasted that he would run over his own grandmother to re-elect Nixon.In a February 13, 1973 conversation, Colson told Nixon that he had always had a little prejudice. Plotz reports that Colson sought to hire Teamsters thugs to beat up anti-war demonstrators.Colson also proposed firebombing the Brookings Institution and stealing politically damaging documents while firefighters put the fire out.Colson's voice, from archives from April 1969, was heard in the 2004 movie Going Upriver deprecating the anti-war efforts of John Kerry.",specific,PER,ent-53,0,m-113,2,PRO,311,agent,he,em-931,cb156ad2a5458fabc9e093b6b5e0f97f,h-929
"Colson's voice, from archives from April 1969, was heard in the 2004 movie Going Upriver deprecating the anti-war efforts of John Kerry.Colson's orders were to ""destroy the young demagogue before he becomes another Ralph Nader.""In a phone conversation with Nixon on April 28, 1971, Colson said, ""This fellow Kerry that they had on last week...He turns out to be really quite a phony.""Watergate and Ellsberg scandalsColson also became involved in the Committee to Re-elect the President (CRP or CREEP).At a CRP meeting on March 21, 1971, it was agreed to spend $250,000 on ""intelligence gathering"" on the Democratic Party.Colson and John Ehrlichman appointed E. Howard Hunt to the White House Special Operations Unit (the so-called ""Plumbers"") which had been organized to stop leaks in the Nixon administration.Hunt headed up the Plumbers' burglary of Pentagon Papers-leaker Daniel Ellsberg's psychiatrist's office in September 1971.",specific,PER,ent-62,0,m-1182,13,NOM,1179,person,the President,em-1161,cb156ad2a5458fabc9e093b6b5e0f97f,h-929
"Colson authored the 1971 memo listing Nixon's major political opponents, later known as Nixon's Enemies List.A quip that ""Colson would walk over his own grandmother if necessary"" mutated into claims in news stories that Colson had boasted that he would run over his own grandmother to re-elect Nixon.In a February 13, 1973 conversation, Colson told Nixon that he had always had a little prejudice. Plotz reports that Colson sought to hire Teamsters thugs to beat up anti-war demonstrators.Colson also proposed firebombing the Brookings Institution and stealing politically damaging documents while firefighters put the fire out.Colson's voice, from archives from April 1969, was heard in the 2004 movie Going Upriver deprecating the anti-war efforts of John Kerry.Colson's orders were to ""destroy the young demagogue before he becomes another Ralph Nader.""",nonspecific,PER,ent-185,0,m-179,15,NOM,509,person,Teamsters thugs,em-996,cb156ad2a5458fabc9e093b6b5e0f97f,h-1017
"Colson authored the 1971 memo listing Nixon's major political opponents, later known as Nixon's Enemies List.A quip that ""Colson would walk over his own grandmother if necessary"" mutated into claims in news stories that Colson had boasted that he would run over his own grandmother to re-elect Nixon.In a February 13, 1973 conversation, Colson told Nixon that he had always had a little prejudice. Plotz reports that Colson sought to hire Teamsters thugs to beat up anti-war demonstrators.Colson also proposed firebombing the Brookings Institution and stealing politically damaging documents while firefighters put the fire out.Colson's voice, from archives from April 1969, was heard in the 2004 movie Going Upriver deprecating the anti-war efforts of John Kerry.Colson's orders were to ""destroy the young demagogue before he becomes another Ralph Nader.""",nonspecific,PER,ent-185,0,m-179,15,NOM,509,attacker,Teamsters thugs,em-1019,cb156ad2a5458fabc9e093b6b5e0f97f,h-1047
"Colson authored the 1971 memo listing Nixon's major political opponents, later known as Nixon's Enemies List.A quip that ""Colson would walk over his own grandmother if necessary"" mutated into claims in news stories that Colson had boasted that he would run over his own grandmother to re-elect Nixon.In a February 13, 1973 conversation, Colson told Nixon that he had always had a little prejudice. Plotz reports that Colson sought to hire Teamsters thugs to beat up anti-war demonstrators.Colson also proposed firebombing the Brookings Institution and stealing politically damaging documents while firefighters put the fire out.Colson's voice, from archives from April 1969, was heard in the 2004 movie Going Upriver deprecating the anti-war efforts of John Kerry.Colson's orders were to ""destroy the young demagogue before he becomes another Ralph Nader.""",nonspecific,PER,ent-194,0,m-188,22,NOM,536,target,anti-war demonstrators,em-1019,cb156ad2a5458fabc9e093b6b5e0f97f,h-1047
